company_name,high,low,last_price,prev_close,change,percent_gain
Cipla,891.00,867.45,887.20,867.45,19.75,2.28
ONGC,168.30,164.10,165.95,163.65,2.3,1.41
Sun Pharma,825.00,801.65,817.60,808.75,8.85,1.09
Bharti Airtel,707.00,690.30,700.50,695.25,5.25,0.76
ICICI Bank,816.70,802.80,810.30,804.50,5.8,0.72
IndusInd Bank,869.30,845.75,860.00,854.10,5.9,0.69
NTPC,135.25,133.00,134.55,134.10,0.45,0.34
IOC,122.45,120.80,122.00,121.70,0.3,0.25
Nestle,"19,040.00","18,881.20","19,012.40","18,974.25",38.15,0.2
Maruti Suzuki,"8,332.80","8,112.70","8,195.00","8,189.60",5.4,0.07
