company_name,high,low,last_price,prev_close,change,percent_gain
Maruti Suzuki,"7,928.05","7,776.10","7,903.10","7,586.60",316.5,4.17
M&M,935.80,910.25,930.20,903.80,26.4,2.92
Larsen,"1,654.10","1,605.60","1,649.80","1,610.10",39.7,2.47
Britannia,"3,529.40","3,451.25","3,528.80","3,450.25",78.55,2.28
Hero Motocorp,"2,699.95","2,614.05","2,648.00","2,590.15",57.85,2.23
Asian Paints,"3,188.00","3,130.05","3,177.30","3,109.95",67.35,2.17
HUL,"2,376.65","2,306.35","2,374.15","2,325.95",48.2,2.07
Titan Company,"2,200.00","2,160.00","2,180.20","2,137.05",43.15,2.02
Apollo Hospital,"3,757.20","3,666.00","3,740.95","3,668.00",72.95,1.99
Kotak Mahindra,"1,863.90","1,842.05","1,862.80","1,829.15",33.65,1.84
Nestle,"17,189.85","16,925.00","17,167.55","16,862.00",305.55,1.81
Infosys,"1,482.50","1,450.05","1,479.60","1,455.15",24.45,1.68
Tata Motors,431.15,420.55,425.00,418.00,7,1.67
IndusInd Bank,914.40,898.95,911.15,896.50,14.65,1.63
ICICI Bank,721.00,707.45,720.40,709.55,10.85,1.53
Eicher Motors,"2,767.50","2,715.05","2,747.45","2,707.80",39.65,1.46
Bajaj Finance,"5,867.00","5,772.00","5,850.70","5,769.60",81.1,1.41
Sun Pharma,930.80,916.60,927.60,915.65,11.95,1.31
Bajaj Finserv,"12,739.00","12,561.70","12,724.10","12,561.70",162.4,1.29
Divis Labs,"4,392.00","4,295.35","4,358.40","4,304.80",53.6,1.25
Bajaj Auto,"3,874.50","3,811.55","3,826.00","3,787.80",38.2,1.01
Dr Reddys Labs,"4,309.45","4,236.20","4,291.00","4,249.10",41.9,0.99
SBI,467.70,461.55,466.90,462.40,4.5,0.97
HDFC,"2,221.00","2,193.60","2,217.00","2,201.60",15.4,0.7
Axis Bank,678.85,668.55,677.75,673.10,4.65,0.69
SBI Life Insura,"1,089.00","1,062.00","1,078.55","1,071.35",7.2,0.67
Wipro,463.80,457.50,462.00,459.60,2.4,0.52
Grasim,"1,510.45","1,486.00","1,496.00","1,488.35",7.65,0.51
NTPC,155.35,148.40,150.30,149.60,0.7,0.47
Bharti Airtel,692.00,679.60,690.50,687.90,2.6,0.38
HCL Tech,"1,033.85","1,018.00","1,032.45","1,028.85",3.6,0.35
HDFC Bank,"1,329.95","1,313.00","1,325.00","1,320.95",4.05,0.31
TCS,"3,319.00","3,267.00","3,302.85","3,293.00",9.85,0.3
HDFC Life,549.60,542.65,546.00,544.70,1.3,0.24
Tech Mahindra,"1,138.80","1,115.65","1,133.35","1,130.90",2.45,0.22
