company_name,high,low,last_price,prev_close,change,percent_gain
Adani Ports,882.00,833.95,869.55,833.05,36.5,4.38
Tech Mahindra,"1,135.00","1,108.15","1,124.50","1,105.15",19.35,1.75
Larsen,"1,932.30","1,892.75","1,926.05","1,894.55",31.5,1.66
Infosys,"1,604.90","1,585.10","1,600.45","1,582.95",17.5,1.11
Wipro,442.50,436.55,438.70,435.05,3.65,0.84
ONGC,138.50,136.20,136.65,135.55,1.1,0.81
HCL Tech,987.05,972.00,979.50,973.50,6,0.62
Eicher Motors,"3,460.00","3,410.05","3,431.70","3,411.40",20.3,0.6
TCS,"3,421.50","3,384.45","3,397.45","3,381.25",16.2,0.48
Kotak Mahindra,"1,942.45","1,901.90","1,908.15","1,904.50",3.65,0.19
Bharti Airtel,737.60,729.65,734.05,733.20,0.85,0.12
Bajaj Auto,"4,088.45","4,052.00","4,062.40","4,060.65",1.75,0.04
