company_name,high,low,last_price,prev_close,change,percent_gain
Apollo Hospital,"4,820.00","4,583.40","4,809.75","4,554.50",255.25,5.6
Reliance,"2,619.50","2,551.05","2,619.00","2,543.85",75.15,2.95
Coal India,195.10,190.65,194.60,189.45,5.15,2.72
BPCL,379.00,373.00,378.35,371.75,6.6,1.78
JSW Steel,790.00,770.00,780.40,767.85,12.55,1.63
ICICI Bank,769.65,761.70,769.10,757.80,11.3,1.49
SBI,517.50,511.05,517.05,509.50,7.55,1.48
Eicher Motors,"2,574.90","2,516.00","2,547.05","2,511.00",36.05,1.44
ONGC,178.30,176.05,178.25,175.80,2.45,1.39
Axis Bank,811.00,801.40,809.80,798.85,10.95,1.37
UPL,821.00,806.05,814.75,805.15,9.6,1.19
Hindalco,556.20,546.35,551.25,545.35,5.9,1.08
UltraTechCement,"6,764.25","6,635.90","6,708.95","6,639.60",69.35,1.04
Bajaj Finance,"7,373.00","7,285.15","7,320.00","7,261.45",58.55,0.81
Tata Steel,"1,366.65","1,347.35","1,348.25","1,339.10",9.15,0.68
Hero Motocorp,"2,327.50","2,291.15","2,300.15","2,285.40",14.75,0.65
M&M,884.90,875.05,879.75,874.10,5.65,0.65
Grasim,"1,777.00","1,743.75","1,750.00","1,741.30",8.7,0.5
IndusInd Bank,984.65,976.00,982.30,977.45,4.85,0.5
Sun Pharma,937.75,925.10,932.00,927.50,4.5,0.49
TATA Cons. Prod,836.85,822.50,825.55,822.30,3.25,0.4
Bajaj Auto,"3,774.60","3,705.00","3,727.90","3,714.60",13.3,0.36
Titan Company,"2,520.60","2,487.20","2,501.45","2,493.45",8,0.32
HUL,"2,206.85","2,176.15","2,184.30","2,177.65",6.65,0.31
Tata Motors,440.25,434.30,435.10,433.80,1.3,0.3
ITC,272.50,269.50,270.80,270.10,0.7,0.26
Maruti Suzuki,"7,678.00","7,570.65","7,592.00","7,573.50",18.5,0.24
Asian Paints,"3,059.20","3,015.15","3,026.00","3,021.55",4.45,0.15
Wipro,545.55,536.55,538.80,538.60,0.2,0.04
