company_name,high,low,last_price,prev_close,change,percent_gain
IndusInd Bank,"1,026.00",966.45,"1,005.75",978.55,27.2,2.78
HDFC,"2,261.90","2,184.00","2,253.20","2,229.70",23.5,1.05
Power Grid Corp,230.85,225.90,230.05,227.75,2.3,1.01
UPL,837.70,812.70,830.05,822.90,7.15,0.87
Divis Labs,"4,554.20","4,465.05","4,538.00","4,505.40",32.6,0.72
BPCL,367.95,357.65,364.70,362.60,2.1,0.58
Coal India,184.70,178.85,183.80,182.85,0.95,0.52
HDFC Bank,"1,392.60","1,362.05","1,390.20","1,384.60",5.6,0.4
ITC,261.65,257.05,260.15,259.55,0.6,0.23
UltraTechCement,"6,730.00","6,542.90","6,645.00","6,630.25",14.75,0.22
NTPC,157.25,153.00,156.30,156.20,0.1,0.06
