company_name,high,low,last_price,prev_close,change,percent_gain
ONGC,181.25,176.10,177.50,172.55,4.95,2.87
IOC,121.85,118.50,120.25,118.00,2.25,1.91
Reliance,"2,521.00","2,453.60","2,512.10","2,467.40",44.7,1.81
BPCL,364.25,356.70,362.40,357.20,5.2,1.46
Power Grid Corp,207.80,204.05,207.10,204.90,2.2,1.07
Coal India,185.80,182.50,183.95,182.30,1.65,0.91
Tata Steel,"1,330.00","1,309.70","1,312.80","1,302.95",9.85,0.76
Tech Mahindra,"1,498.00","1,475.05","1,489.00","1,479.80",9.2,0.62
JSW Steel,691.60,677.85,684.55,681.30,3.25,0.48
UPL,787.00,771.05,779.25,775.90,3.35,0.43
TCS,"3,664.00","3,625.00","3,642.00","3,626.70",15.3,0.42
Hindalco,602.85,591.20,592.00,589.95,2.05,0.35
Bajaj Auto,"3,611.00","3,570.30","3,594.90","3,589.05",5.85,0.16
ITC,245.40,243.55,244.60,244.50,0.1,0.04
