company_name,high,low,last_price,prev_close,change,percent_gain
Hindalco,559.30,531.80,559.05,533.90,25.15,4.71
Tata Steel,"1,201.25","1,129.20","1,199.20","1,145.35",53.85,4.7
JSW Steel,618.80,590.20,618.45,598.60,19.85,3.32
BPCL,347.50,332.00,345.20,336.35,8.85,2.63
Power Grid Corp,202.35,196.05,201.65,197.30,4.35,2.2
Coal India,167.50,160.55,166.75,163.45,3.3,2.02
NTPC,132.05,128.80,131.80,130.35,1.45,1.11
Tech Mahindra,"1,405.95","1,363.25","1,402.15","1,389.70",12.45,0.9
Adani Ports,701.00,684.50,700.50,695.15,5.35,0.77
Grasim,"1,578.40","1,538.45","1,577.40","1,567.85",9.55,0.61
IOC,113.15,110.60,113.00,112.35,0.65,0.58
Bajaj Auto,"3,523.55","3,448.05","3,521.60","3,508.40",13.2,0.38
UltraTechCement,"6,595.90","6,440.15","6,595.00","6,570.25",24.75,0.38
Wipro,557.45,544.10,557.20,555.25,1.95,0.35
ONGC,160.50,155.80,160.05,159.50,0.55,0.34
Divis Labs,"4,154.00","4,078.70","4,152.00","4,138.35",13.65,0.33
Larsen,"1,783.95","1,752.80","1,782.90","1,777.05",5.85,0.33
Reliance,"2,291.45","2,243.00","2,291.20","2,283.95",7.25,0.32
