company_name,high,low,last_price,prev_close,change,percent_gain
HUL,"2,505.55","2,461.40","2,505.00","2,449.55",55.45,2.26
Asian Paints,"2,968.95","2,926.05","2,943.40","2,893.20",50.2,1.74
BPCL,315.40,311.50,312.75,308.65,4.1,1.33
Larsen,"1,683.25","1,660.05","1,675.50","1,653.75",21.75,1.32
NTPC,149.00,147.50,148.90,147.10,1.8,1.22
JSW Steel,581.55,574.60,581.15,574.45,6.7,1.17
Grasim,"1,406.20","1,388.30","1,395.85","1,380.05",15.8,1.14
Kotak Mahindra,"1,741.55","1,723.40","1,738.20","1,718.95",19.25,1.12
Infosys,"1,460.00","1,443.00","1,453.95","1,438.60",15.35,1.07
TATA Cons. Prod,764.90,757.00,764.50,756.45,8.05,1.06
SBI,492.45,487.30,489.20,484.95,4.25,0.88
Nestle,"18,319.85","18,130.00","18,283.25","18,125.15",158.1,0.87
Dr Reddys Labs,"4,534.70","4,450.00","4,520.05","4,483.70",36.35,0.81
Cipla,943.85,932.15,943.15,935.75,7.4,0.79
Coal India,196.15,193.75,195.40,193.90,1.5,0.77
Power Grid Corp,216.70,214.15,215.00,213.50,1.5,0.7
Bajaj Finance,"5,979.00","5,891.70","5,914.00","5,873.55",40.45,0.69
Bajaj Finserv,"12,120.00","11,890.00","11,942.75","11,864.75",78,0.66
SBI Life Insura,"1,150.80","1,141.45","1,147.25","1,139.75",7.5,0.66
Divis Labs,"3,721.95","3,690.00","3,709.45","3,687.45",22,0.6
Axis Bank,682.95,677.20,680.05,676.20,3.85,0.57
Bajaj Auto,"3,878.95","3,848.05","3,869.00","3,847.85",21.15,0.55
Maruti Suzuki,"8,488.15","8,381.00","8,465.65","8,419.70",45.95,0.55
Eicher Motors,"2,994.95","2,942.00","2,968.45","2,954.05",14.4,0.49
M&M,"1,156.50","1,138.40","1,152.15","1,146.65",5.5,0.48
ITC,294.35,292.70,294.05,292.70,1.35,0.46
Tata Steel,909.70,900.65,905.85,902.10,3.75,0.42
Sun Pharma,857.50,849.35,854.95,851.60,3.35,0.39
Britannia,"3,762.10","3,728.00","3,739.10","3,725.50",13.6,0.37
HDFC Life,545.75,540.50,541.70,539.75,1.95,0.36
UltraTechCement,"5,885.00","5,770.35","5,788.95","5,778.85",10.1,0.17
Tata Motors,435.85,430.10,431.15,430.55,0.6,0.14
Tata Motors,435.85,430.10,431.15,430.55,0.6,0.14
Titan Company,"2,141.80","2,107.45","2,132.70","2,130.00",2.7,0.13
UPL,686.25,677.60,680.45,680.20,0.25,0.04
