company_name,high,low,last_price,prev_close,change,percent_gain
JSW Steel,661.00,641.45,657.00,644.55,12.45,1.93
UPL,727.25,705.00,725.90,712.75,13.15,1.84
Hindalco,432.50,423.70,431.15,424.65,6.5,1.53
Tata Steel,"1,141.00","1,108.55","1,131.05","1,118.00",13.05,1.17
ICICI Bank,726.80,712.20,723.40,716.30,7.1,0.99
HDFC,"2,799.90","2,773.30","2,789.50","2,771.65",17.85,0.64
Eicher Motors,"2,471.85","2,424.05","2,462.95","2,455.55",7.4,0.3
SBI,477.00,470.65,473.95,473.15,0.8,0.17
Shree Cements,"26,149.45","25,807.80","25,955.00","25,914.05",40.95,0.16
Larsen,"1,821.00","1,793.10","1,802.70","1,801.25",1.45,0.08
Bajaj Auto,"3,300.00","3,260.00","3,290.10","3,287.85",2.25,0.07
Axis Bank,678.75,667.50,673.35,673.00,0.35,0.05
