company_name,high,low,last_price,prev_close,change,percent_gain
HDFC Bank,"1,354.00","1,340.00","1,342.90","1,328.80",14.1,1.06
Infosys,"1,430.00","1,407.05","1,424.65","1,410.45",14.2,1.01
Axis Bank,674.50,668.00,671.10,665.00,6.1,0.92
TCS,"3,206.95","3,180.55","3,195.10","3,167.65",27.45,0.87
ICICI Bank,724.35,717.05,719.45,713.35,6.1,0.86
Wipro,451.00,444.00,447.90,444.85,3.05,0.69
HDFC,"2,278.90","2,242.00","2,251.85","2,237.45",14.4,0.64
Britannia,"3,556.20","3,523.05","3,534.25","3,516.50",17.75,0.5
Tech Mahindra,"1,077.65","1,055.95","1,065.10","1,060.15",4.95,0.47
Nestle,"17,618.90","17,321.45","17,360.45","17,283.75",76.7,0.44
Tata Steel,"1,016.35",995.25,"1,001.55",999.10,2.45,0.25
Dr Reddys Labs,"4,348.35","4,301.50","4,315.90","4,307.45",8.45,0.2
HCL Tech,983.50,969.20,976.35,974.45,1.9,0.19
Hindalco,408.85,392.60,397.20,396.85,0.35,0.09
