company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finance,"7,600.00","7,415.00","7,596.90","7,343.00",253.9,3.46
Bajaj Finserv,"17,594.00","17,100.00","17,583.05","17,135.45",447.6,2.61
JSW Steel,687.00,666.35,686.80,670.40,16.4,2.45
IOC,117.25,113.80,116.25,114.05,2.2,1.93
Asian Paints,"3,533.15","3,452.05","3,521.15","3,459.30",61.85,1.79
Axis Bank,723.00,707.75,721.60,709.15,12.45,1.76
Eicher Motors,"2,754.00","2,691.00","2,750.00","2,705.00",45,1.66
ICICI Bank,788.35,771.20,785.70,772.85,12.85,1.66
Bajaj Auto,"3,348.00","3,281.00","3,341.80","3,289.15",52.65,1.6
Tata Steel,"1,166.90","1,141.25","1,166.90","1,148.80",18.1,1.58
HDFC Bank,"1,553.00","1,528.10","1,548.00","1,528.55",19.45,1.27
Kotak Mahindra,"1,888.00","1,840.10","1,875.85","1,852.60",23.25,1.25
BPCL,392.50,383.45,390.25,385.95,4.3,1.11
M&M,844.50,830.00,840.90,831.85,9.05,1.09
Hero Motocorp,"2,511.00","2,477.95","2,509.10","2,484.90",24.2,0.97
SBI,490.30,479.15,487.45,483.50,3.95,0.82
ONGC,149.25,147.40,149.00,147.80,1.2,0.81
Adani Ports,746.80,734.05,744.65,739.25,5.4,0.73
Shree Cements,"27,217.95","26,850.20","27,149.90","26,954.10",195.8,0.73
Grasim,"1,706.35","1,684.00","1,703.80","1,692.00",11.8,0.7
Cipla,931.80,919.00,930.50,924.25,6.25,0.68
Maruti Suzuki,"7,717.00","7,605.60","7,676.00","7,630.10",45.9,0.6
Dr Reddys Labs,"4,904.60","4,812.95","4,856.20","4,835.45",20.75,0.43
Titan Company,"2,608.00","2,560.10","2,594.15","2,583.00",11.15,0.43
Coal India,154.30,152.10,153.60,153.00,0.6,0.39
Britannia,"3,689.00","3,633.05","3,649.00","3,638.45",10.55,0.29
Sun Pharma,844.55,831.50,840.10,837.70,2.4,0.29
Nestle,"20,025.00","19,829.10","19,930.05","19,889.05",41,0.21
Bharti Airtel,702.75,691.75,698.25,697.45,0.8,0.11
