company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finserv,"19,250.55","18,600.00","19,240.90","18,579.60",661.3,3.56
HDFC,"2,938.35","2,856.00","2,916.00","2,844.10",71.9,2.53
Bajaj Auto,"3,904.00","3,813.05","3,884.45","3,804.00",80.45,2.11
Bajaj Finance,"7,935.00","7,701.45","7,864.95","7,737.30",127.65,1.65
HDFC Bank,"1,708.00","1,680.10","1,700.65","1,676.30",24.35,1.45
Larsen,"1,831.50","1,800.00","1,830.95","1,805.75",25.2,1.4
Axis Bank,819.00,806.80,818.45,807.80,10.65,1.32
IndusInd Bank,"1,204.70","1,180.60","1,197.95","1,184.40",13.55,1.14
Kotak Mahindra,"2,168.95","2,122.75","2,167.80","2,143.75",24.05,1.12
Reliance,"2,656.65","2,620.00","2,651.20","2,622.50",28.7,1.09
ICICI Bank,765.65,753.35,763.45,755.50,7.95,1.05
Hero Motocorp,"2,800.00","2,762.00","2,782.90","2,756.90",26,0.94
UltraTechCement,"7,233.00","7,100.00","7,196.35","7,129.00",67.35,0.94
Titan Company,"2,494.95","2,406.45","2,417.25","2,395.70",21.55,0.9
HDFC Life,702.00,694.55,700.65,694.55,6.1,0.88
ONGC,157.85,154.50,156.25,155.00,1.25,0.81
Shree Cements,"28,014.25","27,700.00","27,837.20","27,618.70",218.5,0.79
HUL,"2,498.25","2,440.75","2,461.70","2,445.75",15.95,0.65
Tech Mahindra,"1,561.95","1,520.00","1,533.75","1,524.25",9.5,0.62
SBI,508.00,500.45,505.50,502.95,2.55,0.51
SBI Life Insura,"1,169.95","1,158.30","1,163.60","1,158.30",5.3,0.46
Bharti Airtel,705.30,695.60,699.15,696.05,3.1,0.45
M&M,909.80,899.05,900.00,897.00,3,0.33
Nestle,"19,438.00","19,148.00","19,246.65","19,233.15",13.5,0.07
