company_name,high,low,last_price,prev_close,change,percent_gain
M&M,"1,006.95",957.05,"1,002.50",952.85,49.65,5.21
HCL Tech,"1,052.55","1,015.65","1,052.35","1,003.90",48.45,4.83
Infosys,"1,522.35","1,485.00","1,522.15","1,461.35",60.8,4.16
Titan Company,"2,243.25","2,164.00","2,238.00","2,149.20",88.8,4.13
Adani Ports,731.60,710.00,729.35,703.10,26.25,3.73
UPL,786.20,760.35,783.55,756.60,26.95,3.56
Tech Mahindra,"1,165.95","1,135.45","1,162.70","1,123.25",39.45,3.51
TCS,"3,365.80","3,286.35","3,364.70","3,261.30",103.4,3.17
Shree Cements,"22,604.80","21,900.20","22,604.80","21,927.05",677.75,3.09
UltraTechCement,"6,156.75","5,965.55","6,129.20","5,948.00",181.2,3.05
Reliance,"2,649.90","2,594.20","2,649.25","2,575.10",74.15,2.88
Tata Motors,441.95,436.00,441.95,429.60,12.35,2.87
Larsen,"1,652.40","1,613.60","1,646.00","1,600.30",45.7,2.86
Grasim,"1,442.00","1,403.10","1,431.90","1,396.70",35.2,2.52
TATA Cons. Prod,745.10,729.10,743.70,725.45,18.25,2.52
Wipro,479.90,473.15,478.10,466.95,11.15,2.39
Divis Labs,"3,605.40","3,530.30","3,596.05","3,514.70",81.35,2.31
HDFC,"2,384.45","2,362.60","2,383.65","2,330.40",53.25,2.29
Cipla,992.00,968.00,986.35,966.35,20,2.07
Coal India,185.90,182.55,185.45,181.85,3.6,1.98
HDFC Bank,"1,418.70","1,405.25","1,418.60","1,392.05",26.55,1.91
Power Grid Corp,229.55,224.30,229.00,224.70,4.3,1.91
IndusInd Bank,946.45,936.00,942.75,925.40,17.35,1.87
Nestle,"17,976.95","17,634.85","17,970.65","17,641.05",329.6,1.87
Hero Motocorp,"2,772.00","2,724.00","2,769.05","2,719.80",49.25,1.81
Bharti Airtel,696.30,683.00,695.90,684.40,11.5,1.68
Bajaj Auto,"3,899.50","3,843.05","3,897.05","3,833.05",64,1.67
Bajaj Finance,"6,104.60","6,041.10","6,086.95","5,993.50",93.45,1.56
HUL,"2,364.60","2,331.00","2,362.35","2,330.60",31.75,1.36
Maruti Suzuki,"8,051.00","7,951.00","8,051.00","7,942.95",108.05,1.36
SBI Life Insura,"1,137.50","1,118.85","1,134.50","1,121.10",13.4,1.2
Bajaj Finserv,"12,955.00","12,837.00","12,910.00","12,758.40",151.6,1.19
Asian Paints,"2,884.00","2,838.20","2,868.00","2,834.85",33.15,1.17
Britannia,"3,617.65","3,541.60","3,599.10","3,557.60",41.5,1.17
Eicher Motors,"2,796.00","2,745.30","2,772.45","2,742.10",30.35,1.11
HDFC Life,606.60,599.30,604.75,598.10,6.65,1.11
Hindalco,414.35,405.60,413.40,409.15,4.25,1.04
ICICI Bank,751.95,746.05,747.50,739.80,7.7,1.04
Tata Steel,"1,059.00","1,043.50","1,052.90","1,043.50",9.4,0.9
BPCL,327.70,322.00,324.90,322.35,2.55,0.79
SBI,474.90,471.50,472.35,468.95,3.4,0.73
Apollo Hospital,"3,902.95","3,820.45","3,887.00","3,861.75",25.25,0.65
NTPC,151.95,148.80,151.40,150.45,0.95,0.63
Axis Bank,698.00,691.05,692.65,688.30,4.35,0.63
Kotak Mahindra,"1,951.75","1,933.65","1,948.25","1,946.20",2.05,0.11
