company_name,high,low,last_price,prev_close,change,percent_gain
M&M,"1,263.95","1,218.00","1,261.30","1,226.70",34.6,2.82
Bajaj Finserv,"16,520.50","15,671.70","16,265.40","15,871.70",393.7,2.48
Eicher Motors,"3,480.00","3,338.15","3,429.90","3,363.25",66.65,1.98
Cipla,"1,046.80","1,010.20","1,042.10","1,022.55",19.55,1.91
Hindalco,429.50,413.85,426.15,418.50,7.65,1.83
Tata Steel,108.25,103.50,106.85,105.05,1.8,1.71
Tata Steel,108.25,103.50,106.85,105.05,1.8,1.71
Grasim,"1,607.50","1,546.95","1,587.45","1,564.10",23.35,1.49
JSW Steel,654.35,636.70,652.10,642.95,9.15,1.42
Coal India,221.90,216.60,221.25,218.30,2.95,1.35
Bajaj Finance,"7,250.00","7,050.00","7,187.00","7,102.20",84.8,1.19
SBI,519.00,508.25,517.40,511.30,6.1,1.19
Sun Pharma,892.00,872.60,890.95,880.55,10.4,1.18
Nestle,"19,688.95","19,251.15","19,660.00","19,452.20",207.8,1.07
Larsen,"1,911.95","1,865.70","1,899.45","1,880.65",18.8,1
UPL,754.70,737.00,751.95,744.70,7.25,0.97
Hero Motocorp,"2,810.00","2,756.15","2,802.90","2,780.55",22.35,0.8
Apollo Hospital,"4,093.45","3,987.85","4,056.00","4,024.90",31.1,0.77
NTPC,158.50,155.65,157.70,156.50,1.2,0.77
Kotak Mahindra,"1,860.80","1,820.00","1,845.80","1,832.05",13.75,0.75
Dr Reddys Labs,"4,214.90","4,145.00","4,212.45","4,186.95",25.5,0.61
Power Grid Corp,228.70,224.20,227.25,225.95,1.3,0.58
ONGC,133.65,130.10,132.65,131.90,0.75,0.57
Asian Paints,"3,383.95","3,316.85","3,367.95","3,349.75",18.2,0.54
Bajaj Auto,"4,065.00","4,016.05","4,060.95","4,041.60",19.35,0.48
Reliance,"2,622.65","2,591.35","2,617.25","2,606.60",10.65,0.41
Bharti Airtel,731.40,722.55,730.35,727.60,2.75,0.38
ICICI Bank,858.75,842.80,855.40,852.25,3.15,0.37
UltraTechCement,"6,580.00","6,405.10","6,491.55","6,467.50",24.05,0.37
Britannia,"3,700.00","3,638.00","3,689.80","3,676.45",13.35,0.36
Shree Cements,"21,295.55","20,742.00","21,005.65","20,931.45",74.2,0.35
Titan Company,"2,443.00","2,400.00","2,425.85","2,417.60",8.25,0.34
Maruti Suzuki,"8,757.00","8,564.00","8,655.55","8,628.00",27.55,0.32
SBI Life Insura,"1,292.65","1,270.00","1,279.45","1,276.00",3.45,0.27
HDFC Life,571.30,560.00,567.50,566.65,0.85,0.15
Tata Motors,457.55,447.60,454.65,454.60,0.05,0.01
Tata Motors,457.55,447.60,454.65,454.60,0.05,0.01
TATA Cons. Prod,799.50,787.00,794.00,793.95,0.05,0.01
