company_name,high,low,last_price,prev_close,change,percent_gain
Maruti Suzuki,"7,910.00","7,630.80","7,856.00","7,615.55",240.45,3.16
NTPC,140.80,135.00,137.05,134.30,2.75,2.05
Bajaj Auto,"3,790.00","3,727.05","3,767.20","3,726.15",41.05,1.1
Tata Motors,510.00,489.40,490.70,485.70,5,1.03
HDFC Life,697.65,693.10,696.50,689.80,6.7,0.97
Adani Ports,715.00,705.65,711.20,704.40,6.8,0.97
Titan Company,"2,443.40","2,421.05","2,429.20","2,406.30",22.9,0.95
Bajaj Finance,"7,555.00","7,441.60","7,475.00","7,413.95",61.05,0.82
Bajaj Finserv,"17,894.90","17,550.05","17,698.10","17,565.70",132.4,0.75
Power Grid Corp,191.25,187.35,189.05,187.75,1.3,0.69
Divis Labs,"5,276.85","5,215.20","5,251.00","5,228.20",22.8,0.44
Hero Motocorp,"2,701.55","2,676.55","2,692.15","2,680.70",11.45,0.43
Shree Cements,"29,424.95","29,060.35","29,248.25","29,145.75",102.5,0.35
IOC,133.00,130.75,132.05,131.65,0.4,0.3
Coal India,173.75,169.15,171.25,170.75,0.5,0.29
ONGC,154.80,151.35,153.60,153.15,0.45,0.29
HUL,"2,428.00","2,402.00","2,411.95","2,407.10",4.85,0.2
TCS,"3,513.60","3,475.00","3,483.20","3,476.40",6.8,0.2
TATA Cons. Prod,833.70,822.80,825.50,824.90,0.6,0.07
Larsen,"1,818.80","1,795.40","1,796.40","1,795.35",1.05,0.06
Britannia,"3,707.60","3,667.05","3,679.90","3,678.15",1.75,0.05
