company_name,high,low,last_price,prev_close,change,percent_gain
Maruti Suzuki,"7,735.00","7,535.05","7,708.50","7,503.10",205.4,2.74
Tata Motors,521.75,506.20,516.80,505.45,11.35,2.25
Bajaj Finserv,"18,511.00","18,118.75","18,370.35","18,130.50",239.85,1.32
Hero Motocorp,"2,734.00","2,701.00","2,727.30","2,693.25",34.05,1.26
Infosys,"1,808.95","1,777.00","1,806.50","1,787.15",19.35,1.08
Bajaj Finance,"7,640.00","7,500.75","7,591.50","7,534.25",57.25,0.76
Wipro,665.40,654.65,662.70,658.90,3.8,0.58
Tech Mahindra,"1,594.35","1,576.00","1,587.50","1,579.15",8.35,0.53
UltraTechCement,"8,139.00","8,032.00","8,092.25","8,050.80",41.45,0.51
Power Grid Corp,189.75,186.50,189.20,188.30,0.9,0.48
Coal India,161.65,160.15,160.35,159.75,0.6,0.38
Adani Ports,761.70,750.25,752.45,749.80,2.65,0.35
Titan Company,"2,551.35","2,534.65","2,548.00","2,539.40",8.6,0.34
TATA Cons. Prod,858.00,849.55,855.45,852.55,2.9,0.34
UPL,789.25,778.30,786.25,784.05,2.2,0.28
TCS,"3,575.55","3,542.00","3,563.40","3,553.30",10.1,0.28
JSW Steel,674.00,655.70,663.00,661.50,1.5,0.23
M&M,938.80,927.40,929.75,928.40,1.35,0.15
Larsen,"1,979.95","1,944.00","1,949.20","1,947.05",2.15,0.11
SBI Life Insura,"1,174.15","1,159.05","1,160.80","1,159.90",0.9,0.08
HDFC Life,719.40,713.40,715.00,714.60,0.4,0.06
ITC,239.65,236.85,238.20,238.10,0.1,0.04
Bajaj Auto,"3,625.00","3,583.10","3,601.50","3,601.15",0.35,0.01
