company_name,high,low,last_price,prev_close,change,percent_gain
Tech Mahindra,"1,763.70","1,703.65","1,760.00","1,723.80",36.2,2.1
Cipla,927.00,910.15,917.60,908.30,9.3,1.02
Sun Pharma,794.80,781.15,791.30,785.40,5.9,0.75
Dr Reddys Labs,"4,685.00","4,621.10","4,670.00","4,638.65",31.35,0.68
Larsen,"1,875.65","1,845.80","1,871.00","1,859.40",11.6,0.62
M&M,823.15,806.95,817.40,812.65,4.75,0.58
HCL Tech,"1,277.00","1,254.05","1,272.40","1,265.20",7.2,0.57
Hero Motocorp,"2,410.20","2,371.00","2,404.10","2,392.45",11.65,0.49
Power Grid Corp,206.85,205.00,206.00,205.40,0.6,0.29
TCS,"3,690.00","3,653.10","3,681.00","3,670.90",10.1,0.28
Kotak Mahindra,"1,763.40","1,721.00","1,753.00","1,748.40",4.6,0.26
HDFC,"2,552.50","2,509.45","2,539.50","2,534.55",4.95,0.2
UPL,750.25,740.25,748.35,746.85,1.5,0.2
Divis Labs,"4,479.45","4,431.85","4,455.75","4,447.25",8.5,0.19
NTPC,122.15,120.60,121.45,121.25,0.2,0.16
Shree Cements,"26,450.00","25,910.25","26,350.00","26,310.95",39.05,0.15
UltraTechCement,"7,278.50","7,172.30","7,229.65","7,224.80",4.85,0.07
