company_name,high,low,last_price,prev_close,change,percent_gain
HDFC,"2,933.80","2,570.50","2,745.05","2,452.30",292.75,11.94
HDFC Bank,"1,722.10","1,562.55","1,644.00","1,506.00",138,9.16
HDFC Life,597.55,553.80,576.45,550.35,26.1,4.74
Hero Motocorp,"2,298.10","2,250.00","2,293.00","2,240.15",52.85,2.36
Kotak Mahindra,"1,811.85","1,735.00","1,805.55","1,776.65",28.9,1.63
HUL,"2,111.90","2,070.20","2,110.00","2,078.15",31.85,1.53
Bharti Airtel,775.00,756.20,769.50,758.50,11,1.45
Tata Motors,448.25,441.30,447.50,441.15,6.35,1.44
NTPC,146.00,141.50,144.95,142.95,2,1.4
Larsen,"1,816.00","1,776.60","1,812.80","1,790.10",22.7,1.27
Britannia,"3,269.00","3,215.00","3,268.80","3,230.65",38.15,1.18
Divis Labs,"4,443.30","4,378.90","4,429.00","4,379.70",49.3,1.13
Bajaj Finance,"7,590.90","7,430.00","7,488.65","7,408.10",80.55,1.09
Tech Mahindra,"1,504.30","1,483.65","1,498.55","1,487.10",11.45,0.77
BPCL,381.25,372.20,377.20,374.40,2.8,0.75
Tata Steel,"1,328.00","1,314.45","1,326.90","1,317.10",9.8,0.74
ICICI Bank,744.00,725.00,741.50,736.25,5.25,0.71
HCL Tech,"1,179.90","1,168.00","1,177.80","1,169.65",8.15,0.7
Nestle,"17,711.50","17,462.05","17,677.40","17,557.20",120.2,0.68
Sun Pharma,917.50,902.60,914.90,908.70,6.2,0.68
Bajaj Finserv,"17,480.00","17,065.50","17,254.00","17,139.20",114.8,0.67
UPL,790.00,779.05,786.70,781.55,5.15,0.66
Bajaj Auto,"3,768.00","3,716.40","3,764.00","3,739.90",24.1,0.64
SBI,514.40,506.00,511.40,508.20,3.2,0.63
Hindalco,576.80,569.05,574.00,570.50,3.5,0.61
UltraTechCement,"6,730.00","6,622.00","6,707.55","6,670.55",37,0.55
Coal India,187.85,184.60,187.15,186.15,1,0.54
Titan Company,"2,562.00","2,523.00","2,534.00","2,520.85",13.15,0.52
Dr Reddys Labs,"4,340.00","4,270.00","4,301.40","4,279.45",21.95,0.51
Adani Ports,797.90,783.65,789.45,785.75,3.7,0.47
M&M,831.00,810.00,829.85,826.55,3.3,0.4
TCS,"3,780.00","3,737.10","3,770.00","3,758.75",11.25,0.3
Wipro,606.35,599.00,603.20,601.80,1.4,0.23
IOC,123.00,121.70,122.35,122.10,0.25,0.2
Eicher Motors,"2,499.00","2,455.55","2,485.60","2,481.20",4.4,0.18
JSW Steel,736.50,728.65,733.50,732.20,1.3,0.18
ITC,255.30,251.10,253.70,253.30,0.4,0.16
Asian Paints,"3,143.00","3,114.00","3,117.90","3,114.15",3.75,0.12
Power Grid Corp,226.35,224.05,225.20,225.05,0.15,0.07
