company_name,high,low,last_price,prev_close,change,percent_gain
HDFC Life,572.50,546.00,570.55,544.95,25.6,4.7
Adani Ports,818.65,791.15,812.30,788.35,23.95,3.04
Eicher Motors,"3,330.00","3,211.00","3,304.55","3,210.15",94.4,2.94
Maruti Suzuki,"8,960.00","8,705.05","8,935.00","8,699.20",235.8,2.71
SBI Life Insura,"1,321.00","1,287.05","1,314.50","1,286.55",27.95,2.17
Asian Paints,"3,509.45","3,455.30","3,495.35","3,427.85",67.5,1.97
M&M,"1,298.70","1,277.65","1,283.60","1,259.45",24.15,1.92
HUL,"2,647.75","2,590.55","2,644.00","2,594.95",49.05,1.89
Hero Motocorp,"2,845.65","2,781.50","2,813.35","2,761.90",51.45,1.86
TATA Cons. Prod,779.00,765.30,777.25,763.45,13.8,1.81
Shree Cements,"21,560.00","21,050.00","21,531.95","21,152.20",379.75,1.8
Britannia,"3,716.70","3,675.00","3,716.60","3,659.75",56.85,1.55
HDFC Bank,"1,508.00","1,488.05","1,508.00","1,485.15",22.85,1.54
UltraTechCement,"6,665.80","6,560.05","6,659.75","6,559.30",100.45,1.53
IndusInd Bank,"1,096.90","1,083.10","1,094.70","1,080.45",14.25,1.32
HDFC,"2,490.00","2,466.55","2,487.00","2,456.40",30.6,1.25
Bajaj Auto,"4,100.00","4,038.00","4,083.35","4,038.00",45.35,1.12
BPCL,339.90,333.05,337.60,333.90,3.7,1.11
Apollo Hospital,"4,381.55","4,206.90","4,360.00","4,312.75",47.25,1.1
Dr Reddys Labs,"4,319.00","4,262.80","4,305.05","4,260.80",44.25,1.04
Bajaj Finserv,"15,970.00","15,810.00","15,926.50","15,765.45",161.05,1.02
Titan Company,"2,499.50","2,435.00","2,495.50","2,471.95",23.55,0.95
Kotak Mahindra,"1,861.80","1,842.95","1,857.30","1,841.20",16.1,0.87
Nestle,"19,854.60","19,482.80","19,702.80","19,543.25",159.55,0.82
Tata Motors,484.00,479.35,481.40,477.55,3.85,0.81
Tata Motors,484.00,479.35,481.40,477.55,3.85,0.81
ITC,311.50,308.55,311.00,308.55,2.45,0.79
Axis Bank,772.00,764.00,766.30,760.55,5.75,0.76
ICICI Bank,884.50,878.40,880.00,874.40,5.6,0.64
Wipro,439.80,437.15,438.80,436.10,2.7,0.62
Larsen,"1,864.00","1,847.90","1,856.50","1,846.45",10.05,0.54
Reliance,"2,648.95","2,635.00","2,643.15","2,633.00",10.15,0.39
Cipla,"1,035.00","1,025.25","1,031.10","1,027.15",3.95,0.38
Bajaj Finance,"7,384.00","7,312.00","7,335.00","7,309.40",25.6,0.35
Infosys,"1,609.00","1,597.55","1,599.50","1,594.10",5.4,0.34
Divis Labs,"3,790.00","3,705.05","3,737.75","3,726.20",11.55,0.31
Sun Pharma,916.90,906.30,916.00,913.45,2.55,0.28
UPL,804.25,789.95,791.05,788.90,2.15,0.27
Coal India,224.40,221.05,222.00,221.65,0.35,0.16
Tech Mahindra,"1,077.90","1,066.50","1,067.05","1,065.90",1.15,0.11
Power Grid Corp,229.95,227.05,228.25,228.05,0.2,0.09
