company_name,high,low,last_price,prev_close,change,percent_gain
Sun Pharma,925.00,892.05,923.35,897.15,26.2,2.92
M&M,"1,261.75","1,211.25","1,260.30","1,235.75",24.55,1.99
Eicher Motors,"3,649.00","3,529.00","3,638.00","3,570.55",67.45,1.89
Tata Motors,406.60,392.85,405.95,398.80,7.15,1.79
Tata Motors,406.60,392.85,405.95,398.80,7.15,1.79
Dr Reddys Labs,"4,254.80","4,178.15","4,250.00","4,181.60",68.4,1.64
Asian Paints,"3,535.00","3,420.00","3,525.35","3,470.65",54.7,1.58
Nestle,"18,926.80","18,525.70","18,909.50","18,672.65",236.85,1.27
Power Grid Corp,208.50,202.55,207.20,204.85,2.35,1.15
Tech Mahindra,"1,035.35","1,008.55","1,034.00","1,022.50",11.5,1.12
UltraTechCement,"6,268.10","6,112.05","6,260.55","6,192.85",67.7,1.09
ICICI Bank,862.30,844.00,861.65,852.55,9.1,1.07
Bharti Airtel,769.20,755.00,768.25,760.60,7.65,1.01
Britannia,"3,861.50","3,795.60","3,861.50","3,824.15",37.35,0.98
Apollo Hospital,"4,295.00","4,183.10","4,282.45","4,242.95",39.5,0.93
Infosys,"1,405.55","1,377.00","1,405.55","1,393.55",12,0.86
HUL,"2,702.95","2,652.05","2,702.00","2,679.25",22.75,0.85
Bajaj Auto,"3,573.00","3,505.00","3,568.75","3,541.90",26.85,0.76
HCL Tech,926.95,911.85,925.30,918.75,6.55,0.71
SBI Life Insura,"1,250.85","1,215.00","1,250.75","1,242.30",8.45,0.68
Titan Company,"2,634.50","2,564.50","2,617.85","2,600.35",17.5,0.67
TCS,"3,045.80","2,980.00","3,035.20","3,017.45",17.75,0.59
Maruti Suzuki,"8,840.15","8,660.05","8,824.40","8,774.05",50.35,0.57
Bajaj Finance,"7,297.50","7,160.10","7,277.45","7,242.85",34.6,0.48
TATA Cons. Prod,802.30,790.05,801.20,797.85,3.35,0.42
Wipro,400.50,395.35,399.50,398.40,1.1,0.28
Divis Labs,"3,699.00","3,644.75","3,686.60","3,680.20",6.4,0.17
Kotak Mahindra,"1,808.00","1,775.10","1,802.30","1,799.30",3,0.17
Grasim,"1,686.95","1,654.30","1,684.90","1,682.50",2.4,0.14
Tata Steel,97.85,95.60,97.75,97.65,0.1,0.1
Tata Steel,97.85,95.60,97.75,97.65,0.1,0.1
Adani Ports,847.00,828.20,845.00,844.20,0.8,0.09
