company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Auto,"3,405.00","3,270.00","3,403.60","3,308.75",94.85,2.87
HUL,"2,317.00","2,250.00","2,307.35","2,261.80",45.55,2.01
TATA Cons. Prod,738.40,712.00,735.75,723.45,12.3,1.7
Hero Motocorp,"2,754.20","2,657.25","2,752.95","2,709.45",43.5,1.61
Maruti Suzuki,"8,125.00","7,856.05","8,123.60","8,036.35",87.25,1.09
Power Grid Corp,219.25,213.00,216.05,214.65,1.4,0.65
Britannia,"3,625.00","3,575.70","3,619.55","3,605.15",14.4,0.4
TCS,"3,851.55","3,771.10","3,840.40","3,826.55",13.85,0.36
HDFC,"2,584.90","2,542.05","2,577.50","2,569.30",8.2,0.32
NTPC,136.10,133.40,135.30,134.90,0.4,0.3
Eicher Motors,"2,750.80","2,668.20","2,741.65","2,733.80",7.85,0.29
Hindalco,510.50,499.25,504.55,503.40,1.15,0.23
ITC,220.40,217.45,219.25,218.75,0.5,0.23
