company_name,high,low,last_price,prev_close,change,percent_gain
Dr Reddys Labs,"4,375.00","4,256.45","4,373.00","4,274.95",98.05,2.29
Power Grid Corp,229.65,224.60,228.85,224.60,4.25,1.89
M&M,960.40,945.30,954.20,941.90,12.3,1.31
Kotak Mahindra,"1,880.90","1,842.80","1,876.95","1,854.30",22.65,1.22
HDFC,"2,201.00","2,158.10","2,197.00","2,175.95",21.05,0.97
JSW Steel,555.35,543.70,551.75,547.55,4.2,0.77
SBI,466.25,460.20,464.10,460.90,3.2,0.69
Bajaj Auto,"3,842.00","3,788.90","3,811.00","3,786.15",24.85,0.66
Cipla,977.00,961.75,975.65,970.05,5.6,0.58
UPL,798.80,785.35,795.80,791.25,4.55,0.58
Nestle,"17,149.00","16,853.10","17,087.85","16,994.30",93.55,0.55
Reliance,"2,634.80","2,605.50","2,619.15","2,606.90",12.25,0.47
HDFC Bank,"1,311.00","1,296.90","1,309.00","1,304.00",5,0.38
Adani Ports,764.80,749.05,756.00,753.55,2.45,0.33
IndusInd Bank,917.00,897.05,904.50,902.40,2.1,0.23
Hero Motocorp,"2,645.00","2,613.40","2,629.10","2,624.70",4.4,0.17
Bajaj Finance,"5,833.00","5,725.00","5,798.00","5,794.00",4,0.07
