company_name,high,low,last_price,prev_close,change,percent_gain
Tech Mahindra,"1,630.00","1,564.10","1,593.50","1,524.10",69.4,4.55
Tata Motors,504.50,483.25,499.45,479.90,19.55,4.07
Tata Steel,"1,330.00","1,301.45","1,325.40","1,293.30",32.1,2.48
Hindalco,484.00,472.55,483.50,473.25,10.25,2.17
Bajaj Finance,"7,887.25","7,651.10","7,795.00","7,646.65",148.35,1.94
Grasim,"1,748.00","1,704.25","1,743.65","1,710.65",33,1.93
Eicher Motors,"2,609.95","2,571.95","2,608.00","2,561.75",46.25,1.81
UPL,716.45,693.60,707.50,695.30,12.2,1.75
SBI Life Insura,"1,160.65","1,134.00","1,149.45","1,129.70",19.75,1.75
UltraTechCement,"7,285.00","7,150.00","7,259.70","7,149.80",109.9,1.54
Titan Company,"2,443.95","2,371.00","2,414.85","2,379.15",35.7,1.5
JSW Steel,684.00,674.50,683.45,674.25,9.2,1.36
HDFC Life,695.00,684.10,690.75,683.25,7.5,1.1
Shree Cements,"27,700.00","27,319.00","27,560.00","27,275.00",285,1.04
IOC,131.90,130.05,131.80,130.45,1.35,1.03
SBI,516.45,507.60,511.70,506.50,5.2,1.03
ONGC,163.60,160.30,162.95,161.40,1.55,0.96
HDFC,"2,929.00","2,896.00","2,915.10","2,896.15",18.95,0.65
Reliance,"2,634.00","2,606.05","2,616.50","2,601.80",14.7,0.56
ITC,237.25,233.80,234.65,233.40,1.25,0.54
Cipla,914.15,900.00,906.65,901.85,4.8,0.53
Divis Labs,"5,074.00","4,993.00","5,018.10","4,995.95",22.15,0.44
TATA Cons. Prod,795.20,786.10,792.45,788.95,3.5,0.44
Maruti Suzuki,"7,337.95","7,210.20","7,292.05","7,260.60",31.45,0.43
Larsen,"1,811.90","1,785.00","1,790.70","1,784.15",6.55,0.37
Nestle,"18,782.50","18,638.95","18,763.00","18,696.25",66.75,0.36
BPCL,436.95,430.60,433.00,431.70,1.3,0.3
Bharti Airtel,709.85,689.00,692.75,691.10,1.65,0.24
Sun Pharma,823.90,813.00,815.05,813.20,1.85,0.23
Bajaj Auto,"3,792.45","3,762.25","3,770.95","3,763.75",7.2,0.19
Wipro,678.80,665.00,668.60,667.70,0.9,0.13
Bajaj Finserv,"18,430.00","18,093.25","18,106.00","18,087.15",18.85,0.1
NTPC,145.65,143.95,144.00,143.90,0.1,0.07
Dr Reddys Labs,"4,698.80","4,637.00","4,677.85","4,676.15",1.7,0.04
Hero Motocorp,"2,708.00","2,685.20","2,688.00","2,686.80",1.2,0.04
