company_name,high,low,last_price,prev_close,change,percent_gain
Tata Motors,517.75,503.50,516.20,501.40,14.8,2.95
M&M,884.50,862.60,874.90,859.50,15.4,1.79
Grasim,"1,879.90","1,848.55","1,876.85","1,848.95",27.9,1.51
Bajaj Auto,"3,845.00","3,777.30","3,823.45","3,777.30",46.15,1.22
Hero Motocorp,"2,750.00","2,683.60","2,712.00","2,682.90",29.1,1.08
Sun Pharma,812.00,800.00,808.00,800.00,8,1
SBI,529.40,522.20,527.65,523.25,4.4,0.84
UPL,753.40,742.65,748.50,742.65,5.85,0.79
Divis Labs,"5,093.25","4,915.45","4,934.00","4,896.70",37.3,0.76
Larsen,"1,944.90","1,930.30","1,938.55","1,924.55",14,0.73
ONGC,158.15,155.00,156.00,154.90,1.1,0.71
IndusInd Bank,"1,084.90","1,064.00","1,067.70","1,061.15",6.55,0.62
Eicher Motors,"2,743.55","2,700.70","2,726.65","2,711.25",15.4,0.57
Wipro,666.25,659.10,661.35,658.35,3,0.46
ICICI Bank,785.95,779.20,783.00,780.15,2.85,0.37
Shree Cements,"29,760.00","29,440.00","29,637.25","29,526.55",110.7,0.37
Adani Ports,739.15,727.80,732.95,730.45,2.5,0.34
HDFC Life,709.95,698.80,705.10,703.25,1.85,0.26
Tata Steel,"1,360.30","1,342.00","1,346.70","1,343.25",3.45,0.26
Cipla,925.00,911.35,915.90,913.70,2.2,0.24
TCS,"3,535.00","3,501.25","3,510.50","3,502.75",7.75,0.22
Tech Mahindra,"1,572.00","1,553.00","1,559.25","1,556.20",3.05,0.2
NTPC,141.40,140.00,140.45,140.30,0.15,0.11
Infosys,"1,750.00","1,726.00","1,738.95","1,737.50",1.45,0.08
TATA Cons. Prod,841.50,830.60,837.00,836.35,0.65,0.08
Bharti Airtel,713.80,707.85,709.50,709.00,0.5,0.07
