company_name,high,low,last_price,prev_close,change,percent_gain
IndusInd Bank,"1,242.00","1,172.00","1,210.60","1,142.55",68.05,5.96
Larsen,"1,862.00","1,791.00","1,829.00","1,784.55",44.45,2.49
UltraTechCement,"7,495.00","7,354.00","7,486.20","7,354.20",132,1.79
Maruti Suzuki,"7,529.70","7,235.05","7,483.30","7,356.25",127.05,1.73
Shree Cements,"28,437.30","27,861.25","28,274.85","28,107.75",167.1,0.59
Divis Labs,"5,204.75","5,130.05","5,177.45","5,149.35",28.1,0.55
Bajaj Auto,"3,860.00","3,776.80","3,791.95","3,776.50",15.45,0.41
M&M,896.00,884.70,889.10,886.80,2.3,0.26
UPL,745.35,730.45,743.20,741.50,1.7,0.23
Hero Motocorp,"2,713.80","2,676.00","2,693.30","2,690.15",3.15,0.12
Britannia,"3,728.70","3,690.55","3,699.35","3,697.85",1.5,0.04
Nestle,"19,118.50","18,951.00","19,008.15","19,004.60",3.55,0.02
