company_name,high,low,last_price,prev_close,change,percent_gain
Axis Bank,728.90,714.25,726.90,712.65,14.25,2
BPCL,406.75,401.55,405.75,400.55,5.2,1.3
Adani Ports,787.95,774.00,785.85,779.05,6.8,0.87
HDFC Bank,"1,537.00","1,523.00","1,533.10","1,521.50",11.6,0.76
Titan Company,"2,621.00","2,587.00","2,617.00","2,597.55",19.45,0.75
IOC,125.45,123.85,124.40,123.75,0.65,0.53
Kotak Mahindra,"1,951.95","1,930.00","1,945.05","1,937.45",7.6,0.39
Bajaj Finance,"7,945.00","7,820.95","7,875.00","7,852.60",22.4,0.29
Hindalco,512.35,503.55,506.90,505.95,0.95,0.19
Power Grid Corp,207.85,205.65,206.75,206.35,0.4,0.19
Asian Paints,"3,396.45","3,351.00","3,382.25","3,378.65",3.6,0.11
ICICI Bank,824.60,818.20,819.70,819.30,0.4,0.05
