company_name,high,low,last_price,prev_close,change,percent_gain
Adani Ports,747.55,722.10,745.35,720.60,24.75,3.43
Divis Labs,"4,447.70","4,312.05","4,427.65","4,325.80",101.85,2.35
M&M,878.50,854.60,869.70,854.60,15.1,1.77
Grasim,"1,744.95","1,714.80","1,737.50","1,712.10",25.4,1.48
HDFC,"2,389.90","2,341.00","2,370.15","2,340.25",29.9,1.28
HDFC Life,590.90,576.30,580.90,573.60,7.3,1.27
IOC,122.10,119.25,120.10,118.75,1.35,1.14
ONGC,166.95,164.50,166.00,164.15,1.85,1.13
Dr Reddys Labs,"4,328.25","4,243.55","4,309.70","4,277.55",32.15,0.75
Hero Motocorp,"2,822.75","2,766.20","2,799.60","2,778.65",20.95,0.75
BPCL,378.40,370.90,371.40,368.90,2.5,0.68
Cipla,940.25,920.10,926.05,921.85,4.2,0.46
NTPC,136.70,134.90,135.75,135.35,0.4,0.3
TCS,"3,854.10","3,806.00","3,819.50","3,817.80",1.7,0.04
