company_name,high,low,last_price,prev_close,change,percent_gain
Hindalco,376.90,366.00,373.20,360.75,12.45,3.45
ONGC,126.55,123.50,125.90,122.55,3.35,2.73
Sun Pharma,955.50,925.10,940.60,917.85,22.75,2.48
ITC,334.90,327.75,332.90,324.95,7.95,2.45
Dr Reddys Labs,"4,378.50","4,286.00","4,366.75","4,269.70",97.05,2.27
Apollo Hospital,"4,373.00","4,284.95","4,365.35","4,268.95",96.4,2.26
M&M,"1,267.95","1,251.95","1,263.35","1,242.40",20.95,1.69
Tata Steel,98.25,96.60,96.75,95.20,1.55,1.63
Tata Steel,98.25,96.60,96.75,95.20,1.55,1.63
Cipla,"1,116.45","1,088.10","1,114.95","1,097.15",17.8,1.62
Tata Motors,413.25,403.10,404.40,399.10,5.3,1.33
Tata Motors,413.25,403.10,404.40,399.10,5.3,1.33
HDFC Life,524.50,517.00,520.70,514.45,6.25,1.21
Nestle,"19,130.00","18,791.25","19,050.50","18,840.95",209.55,1.11
NTPC,161.70,158.00,159.70,157.95,1.75,1.11
Coal India,215.15,211.40,212.70,210.80,1.9,0.9
TATA Cons. Prod,803.70,795.30,800.45,793.65,6.8,0.86
IndusInd Bank,"1,174.80","1,146.00","1,150.25","1,140.90",9.35,0.82
Divis Labs,"3,751.00","3,697.20","3,731.90","3,703.35",28.55,0.77
BPCL,308.75,305.50,308.10,306.00,2.1,0.69
Bharti Airtel,768.80,763.00,766.25,761.45,4.8,0.63
HCL Tech,931.00,923.85,926.55,920.80,5.75,0.62
Power Grid Corp,210.40,206.25,208.70,207.70,1,0.48
Bajaj Finserv,"1,685.00","1,650.20","1,658.50","1,652.20",6.3,0.38
Bajaj Finserv,"1,685.00","1,650.20","1,658.50","1,652.20",6.3,0.38
SBI Life Insura,"1,251.00","1,236.00","1,243.50","1,238.80",4.7,0.38
HDFC,"2,273.45","2,247.25","2,251.85","2,244.05",7.8,0.35
Infosys,"1,409.85","1,395.05","1,399.50","1,394.70",4.8,0.34
JSW Steel,628.00,618.25,618.40,616.50,1.9,0.31
Shree Cements,"21,119.45","20,660.10","20,899.75","20,844.50",55.25,0.27
HUL,"2,727.00","2,691.10","2,707.60","2,702.10",5.5,0.2
Axis Bank,730.80,716.00,717.80,716.45,1.35,0.19
Britannia,"3,871.45","3,810.00","3,857.80","3,853.20",4.6,0.12
Grasim,"1,689.85","1,662.40","1,669.50","1,669.15",0.35,0.02
