company_name,high,low,last_price,prev_close,change,percent_gain
M&M,"1,267.80","1,242.65","1,265.00","1,235.90",29.1,2.35
NTPC,159.20,154.95,159.00,155.60,3.4,2.19
HDFC Bank,"1,458.45","1,427.10","1,457.80","1,427.05",30.75,2.15
Hindalco,419.50,414.00,419.30,410.80,8.5,2.07
Axis Bank,742.60,728.10,740.90,728.50,12.4,1.7
IndusInd Bank,"1,057.70","1,033.70","1,052.35","1,036.30",16.05,1.55
HDFC,"2,392.30","2,342.15","2,390.50","2,355.20",35.3,1.5
Apollo Hospital,"4,441.90","4,380.05","4,438.00","4,374.10",63.9,1.46
Bajaj Finserv,"15,356.00","15,040.75","15,295.00","15,085.85",209.15,1.39
Dr Reddys Labs,"4,218.00","4,156.85","4,214.00","4,156.85",57.15,1.37
Larsen,"1,814.80","1,790.25","1,812.00","1,787.45",24.55,1.37
Reliance,"2,572.85","2,531.00","2,565.05","2,534.00",31.05,1.23
Maruti Suzuki,"8,969.00","8,841.00","8,926.85","8,841.20",85.65,0.97
Coal India,210.75,207.05,210.10,208.45,1.65,0.79
Adani Ports,819.65,811.00,816.30,810.25,6.05,0.75
ITC,312.85,310.05,312.45,310.85,1.6,0.51
HDFC Life,543.40,538.00,541.60,539.25,2.35,0.44
Bajaj Finance,"7,380.00","7,264.00","7,334.25","7,304.70",29.55,0.4
Tata Motors,471.60,465.65,466.80,465.25,1.55,0.33
Tata Motors,471.60,465.65,466.80,465.25,1.55,0.33
Titan Company,"2,474.70","2,433.15","2,440.80","2,432.80",8,0.33
Power Grid Corp,226.30,223.40,224.30,223.65,0.65,0.29
TATA Cons. Prod,793.90,781.00,786.95,784.80,2.15,0.27
JSW Steel,676.00,662.45,668.25,667.15,1.1,0.16
Kotak Mahindra,"1,839.75","1,816.80","1,836.20","1,833.90",2.3,0.13
Bharti Airtel,709.85,699.00,703.80,703.65,0.15,0.02
