company_name,high,low,last_price,prev_close,change,percent_gain
UPL,716.50,699.75,711.40,698.20,13.2,1.89
Larsen,"1,844.80","1,799.05","1,822.00","1,789.20",32.8,1.83
BPCL,388.40,381.30,384.70,378.85,5.85,1.54
IOC,122.85,121.00,122.35,120.65,1.7,1.41
Tata Steel,"1,128.00","1,102.25","1,126.45","1,112.40",14.05,1.26
UltraTechCement,"7,445.00","7,325.00","7,414.25","7,323.20",91.05,1.24
ONGC,146.85,143.15,145.75,144.00,1.75,1.22
IndusInd Bank,954.90,938.50,953.80,945.55,8.25,0.87
JSW Steel,654.85,637.00,651.80,646.75,5.05,0.78
Adani Ports,746.50,734.00,744.00,739.10,4.9,0.66
Axis Bank,687.35,676.20,680.45,676.10,4.35,0.64
Tata Motors,483.35,477.30,482.00,479.10,2.9,0.61
Eicher Motors,"2,497.15","2,445.05","2,466.15","2,451.55",14.6,0.6
Hero Motocorp,"2,494.20","2,469.05","2,485.25","2,472.70",12.55,0.51
Kotak Mahindra,"1,989.90","1,965.05","1,972.85","1,964.25",8.6,0.44
Grasim,"1,742.10","1,718.10","1,730.40","1,723.85",6.55,0.38
ICICI Bank,729.50,717.00,725.10,722.40,2.7,0.37
Coal India,160.70,158.25,159.80,159.30,0.5,0.31
Infosys,"1,786.65","1,753.00","1,753.45","1,748.25",5.2,0.3
M&M,855.60,845.00,851.40,849.55,1.85,0.22
TCS,"3,665.95","3,630.85","3,649.00","3,642.90",6.1,0.17
HDFC Bank,"1,535.95","1,520.05","1,526.80","1,525.75",1.05,0.07
Britannia,"3,593.45","3,557.00","3,580.05","3,578.50",1.55,0.04
SBI,481.50,475.20,477.20,477.00,0.2,0.04
TATA Cons. Prod,774.75,767.10,773.30,773.25,0.05,0.01
