company_name,high,low,last_price,prev_close,change,percent_gain
Tata Motors,408.50,387.00,406.95,372.30,34.65,9.31
Titan Company,"2,130.00","2,056.15","2,125.20","2,048.55",76.65,3.74
UPL,795.00,772.10,793.30,764.95,28.35,3.71
M&M,899.00,870.10,896.85,865.25,31.6,3.65
Coal India,172.95,169.15,172.80,167.05,5.75,3.44
Hero Motocorp,"2,493.95","2,414.95","2,479.00","2,401.20",77.8,3.24
Sun Pharma,886.60,860.15,876.95,850.00,26.95,3.17
Bajaj Auto,"3,736.00","3,618.05","3,689.85","3,585.00",104.85,2.92
Reliance,"2,473.35","2,424.25","2,464.15","2,399.40",64.75,2.7
Larsen,"1,570.85","1,502.00","1,565.20","1,526.15",39.05,2.56
IndusInd Bank,892.95,878.35,889.90,869.90,20,2.3
ITC,259.20,254.50,258.70,252.90,5.8,2.29
Eicher Motors,"2,448.50","2,397.85","2,436.75","2,384.65",52.1,2.18
Asian Paints,"3,111.00","3,035.30","3,104.00","3,039.95",64.05,2.11
HUL,"2,197.80","2,154.15","2,181.90","2,138.80",43.1,2.02
TATA Cons. Prod,755.95,742.25,752.90,738.05,14.85,2.01
Dr Reddys Labs,"3,969.90","3,890.50","3,956.75","3,880.00",76.75,1.98
Britannia,"3,305.00","3,225.00","3,279.95","3,216.85",63.1,1.96
HDFC Life,557.75,548.05,557.25,547.25,10,1.83
Tata Steel,"1,151.80","1,124.60","1,137.90","1,117.70",20.2,1.81
Divis Labs,"4,338.20","4,254.05","4,303.35","4,233.40",69.95,1.65
Bajaj Finance,"5,749.00","5,640.05","5,683.55","5,593.40",90.15,1.61
Adani Ports,735.90,718.25,723.50,713.30,10.2,1.43
JSW Steel,637.00,620.05,633.00,624.80,8.2,1.31
BPCL,345.30,341.30,344.20,339.95,4.25,1.25
Bajaj Finserv,"13,234.75","12,980.00","13,004.70","12,850.70",154,1.2
Nestle,"16,490.00","16,304.90","16,414.30","16,220.00",194.3,1.2
UltraTechCement,"6,268.40","6,142.80","6,257.25","6,185.45",71.8,1.16
HDFC,"2,177.00","2,138.00","2,174.55","2,150.45",24.1,1.12
Cipla,940.10,922.20,930.95,920.75,10.2,1.11
Kotak Mahindra,"1,786.95","1,756.00","1,780.30","1,760.90",19.4,1.1
Grasim,"1,508.35","1,485.85","1,501.95","1,485.85",16.1,1.08
HCL Tech,"1,073.00","1,060.10","1,070.35","1,059.40",10.95,1.03
SBI,472.00,464.70,467.05,462.65,4.4,0.95
Shree Cements,"23,080.05","22,418.00","22,842.25","22,627.40",214.85,0.95
Maruti Suzuki,"7,340.00","7,215.00","7,313.75","7,253.65",60.1,0.83
SBI Life Insura,"1,079.00","1,053.50","1,063.55","1,060.60",2.95,0.28
ONGC,160.30,155.80,156.90,156.50,0.4,0.26
Infosys,"1,529.25","1,507.40","1,511.75","1,508.80",2.95,0.2
HDFC Bank,"1,318.00","1,292.05","1,304.65","1,303.05",1.6,0.12
Axis Bank,659.40,648.00,650.00,649.65,0.35,0.05
