company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Auto,"3,649.90","3,592.00","3,649.80","3,583.90",65.9,1.84
UPL,814.50,802.05,811.70,799.10,12.6,1.58
Reliance,"2,616.00","2,577.00","2,598.30","2,578.65",19.65,0.76
SBI,493.30,488.75,489.95,487.10,2.85,0.59
Kotak Mahindra,"1,731.80","1,715.10","1,723.85","1,714.15",9.7,0.57
Bharti Airtel,714.45,708.45,709.75,706.35,3.4,0.48
Tata Motors,437.00,433.20,435.30,433.20,2.1,0.48
IndusInd Bank,933.30,921.10,928.55,924.80,3.75,0.41
Hindalco,630.95,619.00,624.25,621.95,2.3,0.37
Adani Ports,739.70,734.00,735.90,733.45,2.45,0.33
HDFC Life,528.00,522.10,523.80,522.35,1.45,0.28
Bajaj Finserv,"16,500.00","16,370.30","16,413.65","16,378.70",34.95,0.21
Bajaj Finance,"7,067.45","6,984.30","7,010.95","6,997.55",13.4,0.19
SBI Life Insura,"1,101.30","1,087.00","1,090.30","1,088.95",1.35,0.12
Tata Steel,"1,366.00","1,343.10","1,351.30","1,350.55",0.75,0.06
HCL Tech,"1,199.00","1,186.00","1,192.60","1,192.10",0.5,0.04
JSW Steel,722.05,710.25,715.30,715.10,0.2,0.03
M&M,773.00,759.70,765.70,765.65,0.05,0.01
