company_name,high,low,last_price,prev_close,change,percent_gain
Tech Mahindra,"1,022.00",984.20,"1,019.90",973.80,46.1,4.73
Infosys,"1,491.40","1,448.05","1,489.40","1,430.35",59.05,4.13
Hindalco,364.30,354.20,363.40,350.55,12.85,3.67
ONGC,130.60,126.95,130.10,126.55,3.55,2.81
TCS,"3,076.95","3,014.30","3,074.85","2,994.60",80.25,2.68
IndusInd Bank,837.50,823.20,836.80,815.05,21.75,2.67
JSW Steel,592.00,578.00,591.20,576.40,14.8,2.57
Larsen,"1,728.90","1,690.00","1,727.00","1,684.85",42.15,2.5
HCL Tech,906.55,888.85,905.15,883.15,22,2.49
UltraTechCement,"5,985.00","5,811.40","5,939.45","5,807.05",132.4,2.28
Wipro,405.70,396.65,402.65,393.85,8.8,2.23
Titan Company,"2,244.10","2,194.05","2,236.90","2,189.70",47.2,2.16
Tata Steel,904.50,892.25,902.40,883.80,18.6,2.1
Kotak Mahindra,"1,824.85","1,794.25","1,823.45","1,787.70",35.75,2
Bajaj Finserv,"12,110.00","11,920.05","12,038.70","11,840.25",198.45,1.68
Tata Motors,449.40,443.20,447.50,440.20,7.3,1.66
Tata Motors,449.40,443.20,447.50,440.20,7.3,1.66
Grasim,"1,424.90","1,406.10","1,420.00","1,398.20",21.8,1.56
Shree Cements,"20,099.00","19,780.00","19,997.75","19,701.80",295.95,1.5
Bajaj Auto,"3,979.80","3,925.10","3,970.95","3,913.35",57.6,1.47
ICICI Bank,762.75,757.85,762.25,751.20,11.05,1.47
UPL,681.50,675.00,678.85,669.35,9.5,1.42
Asian Paints,"3,018.30","2,988.40","3,017.00","2,978.15",38.85,1.3
SBI,485.50,482.10,484.65,479.10,5.55,1.16
Bajaj Finance,"5,993.30","5,931.35","5,978.85","5,915.20",63.65,1.08
Sun Pharma,895.60,882.00,887.25,878.40,8.85,1.01
HDFC Life,545.95,540.90,544.85,539.90,4.95,0.92
NTPC,151.55,150.00,151.10,149.75,1.35,0.9
Axis Bank,668.90,663.45,667.60,662.20,5.4,0.82
Power Grid Corp,212.40,209.35,210.90,209.30,1.6,0.76
Adani Ports,739.40,732.60,736.40,730.90,5.5,0.75
Eicher Motors,"3,078.00","3,038.05","3,056.45","3,034.00",22.45,0.74
SBI Life Insura,"1,169.90","1,157.30","1,163.90","1,155.45",8.45,0.73
ITC,296.30,293.75,295.60,293.55,2.05,0.7
Coal India,195.70,193.85,194.70,193.40,1.3,0.67
Hero Motocorp,"2,835.85","2,805.25","2,817.55","2,800.05",17.5,0.62
Divis Labs,"3,789.95","3,735.50","3,750.00","3,727.75",22.25,0.6
Bharti Airtel,659.80,649.15,655.00,651.80,3.2,0.49
Nestle,"18,972.00","18,757.50","18,860.50","18,771.50",89,0.47
Maruti Suzuki,"8,843.00","8,780.00","8,815.00","8,778.05",36.95,0.42
TATA Cons. Prod,797.95,787.80,792.20,790.55,1.65,0.21
HUL,"2,605.00","2,561.30","2,569.00","2,568.50",0.5,0.02
