company_name,high,low,last_price,prev_close,change,percent_gain
Maruti Suzuki,"8,025.00","7,919.90","7,957.00","7,853.45",103.55,1.32
ICICI Bank,700.05,694.05,695.00,687.25,7.75,1.13
Apollo Hospital,"3,775.00","3,710.05","3,749.50","3,722.70",26.8,0.72
Reliance,"2,659.05","2,611.55","2,613.95","2,596.30",17.65,0.68
HDFC,"2,133.80","2,115.35","2,116.50","2,105.45",11.05,0.52
HCL Tech,"1,007.00",991.55,994.15,989.90,4.25,0.43
ITC,267.90,264.05,264.50,263.40,1.1,0.42
SBI,457.75,452.65,453.20,451.35,1.85,0.41
Asian Paints,"2,725.45","2,657.60","2,670.70","2,661.15",9.55,0.36
Britannia,"3,431.90","3,372.50","3,393.50","3,385.40",8.1,0.24
HUL,"2,164.00","2,136.00","2,151.50","2,146.55",4.95,0.23
TCS,"3,244.85","3,200.05","3,212.00","3,206.30",5.7,0.18
Infosys,"1,443.75","1,423.00","1,424.65","1,422.20",2.45,0.17
Dr Reddys Labs,"4,359.30","4,310.00","4,340.00","4,335.50",4.5,0.1
Axis Bank,658.20,650.70,651.05,650.50,0.55,0.08
Tata Motors,420.90,414.15,414.20,414.10,0.1,0.02
