company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finserv,"16,100.00","15,755.00","15,855.35","15,711.35",144,0.92
Cipla,949.85,931.10,940.45,933.30,7.15,0.77
Divis Labs,"4,263.90","4,168.25","4,216.10","4,201.50",14.6,0.35
Britannia,"3,478.00","3,418.40","3,459.35","3,448.60",10.75,0.31
Eicher Motors,"2,645.00","2,601.00","2,609.20","2,601.35",7.85,0.3
Hero Motocorp,"2,691.65","2,650.00","2,654.30","2,648.05",6.25,0.24
Bajaj Finance,"7,039.80","6,914.70","6,944.90","6,930.60",14.3,0.21
Dr Reddys Labs,"4,379.35","4,280.05","4,317.60","4,309.20",8.4,0.19
Titan Company,"2,465.00","2,410.40","2,412.30","2,409.20",3.1,0.13
Asian Paints,"3,209.75","3,166.20","3,178.35","3,174.70",3.65,0.11
