company_name,high,low,last_price,prev_close,change,percent_gain
Larsen,"1,819.50","1,750.00","1,810.05","1,751.25",58.8,3.36
Grasim,"1,555.00","1,512.95","1,551.15","1,514.85",36.3,2.4
Sun Pharma,885.90,866.05,883.50,867.65,15.85,1.83
Divis Labs,"3,761.00","3,667.05","3,751.75","3,687.00",64.75,1.76
IndusInd Bank,974.85,955.25,974.50,961.60,12.9,1.34
Axis Bank,716.55,703.60,715.35,706.45,8.9,1.26
Cipla,971.30,951.80,967.55,955.70,11.85,1.24
Adani Ports,759.45,747.05,757.70,749.10,8.6,1.15
TCS,"3,155.00","3,110.00","3,151.15","3,115.90",35.25,1.13
SBI,520.00,512.25,518.95,514.20,4.75,0.92
BPCL,322.25,317.55,321.20,318.45,2.75,0.86
HUL,"2,571.40","2,525.00","2,567.20","2,547.10",20.1,0.79
Shree Cements,"20,854.00","20,539.75","20,815.50","20,652.35",163.15,0.79
Eicher Motors,"3,058.80","3,013.50","3,046.55","3,023.30",23.25,0.77
HCL Tech,922.00,911.10,920.10,913.50,6.6,0.72
UltraTechCement,"6,477.80","6,365.90","6,445.15","6,399.65",45.5,0.71
Dr Reddys Labs,"4,268.00","4,163.00","4,240.10","4,212.00",28.1,0.67
Infosys,"1,462.85","1,445.00","1,460.85","1,451.15",9.7,0.67
Coal India,204.70,201.80,203.50,202.30,1.2,0.59
ICICI Bank,803.80,794.65,800.85,796.30,4.55,0.57
Asian Paints,"3,157.25","3,096.00","3,126.00","3,108.50",17.5,0.56
Britannia,"3,837.00","3,781.15","3,825.50","3,807.15",18.35,0.48
Nestle,"18,669.00","18,368.00","18,595.80","18,509.50",86.3,0.47
TATA Cons. Prod,797.90,787.05,794.35,790.85,3.5,0.44
Hindalco,384.30,379.15,383.50,381.90,1.6,0.42
Power Grid Corp,210.70,209.40,209.95,209.10,0.85,0.41
HDFC Bank,"1,400.50","1,384.25","1,399.20","1,393.75",5.45,0.39
ONGC,130.20,127.80,128.45,128.20,0.25,0.2
HDFC,"2,305.10","2,282.55","2,296.30","2,292.50",3.8,0.17
Tech Mahindra,"1,006.20",992.00,"1,001.05",999.35,1.7,0.17
Tata Steel,955.75,943.60,951.00,949.50,1.5,0.16
HDFC Life,532.55,522.45,523.15,522.55,0.6,0.11
Wipro,407.40,401.95,405.65,405.20,0.45,0.11
Tata Motors,444.60,436.10,441.55,441.15,0.4,0.09
Tata Motors,444.60,436.10,441.55,441.15,0.4,0.09
