company_name,high,low,last_price,prev_close,change,percent_gain
Power Grid Corp,212.40,205.40,211.40,204.65,6.75,3.3
Hero Motocorp,"2,759.25","2,700.00","2,746.90","2,699.80",47.1,1.74
Coal India,167.95,163.85,166.70,163.90,2.8,1.71
TATA Cons. Prod,746.25,726.25,728.00,717.65,10.35,1.44
Grasim,"1,836.75","1,814.30","1,832.00","1,806.50",25.5,1.41
UltraTechCement,"7,559.55","7,434.40","7,530.25","7,434.40",95.85,1.29
JSW Steel,682.60,672.40,682.10,674.65,7.45,1.1
Maruti Suzuki,"8,140.00","7,997.55","8,097.50","8,015.70",81.8,1.02
Britannia,"3,624.00","3,576.50","3,607.85","3,575.65",32.2,0.9
Tata Steel,"1,221.90","1,207.10","1,220.30","1,209.60",10.7,0.88
Bharti Airtel,710.50,705.25,709.50,703.70,5.8,0.82
NTPC,136.35,134.30,135.90,134.80,1.1,0.82
Eicher Motors,"2,756.00","2,712.10","2,737.00","2,718.70",18.3,0.67
Shree Cements,"26,713.00","26,213.80","26,570.00","26,402.25",167.75,0.64
BPCL,397.55,394.25,396.25,394.35,1.9,0.48
Hindalco,508.00,503.00,506.85,504.80,2.05,0.41
SBI,518.35,513.40,517.40,515.80,1.6,0.31
ITC,222.15,220.40,220.95,220.35,0.6,0.27
Titan Company,"2,606.95","2,581.85","2,595.80","2,588.90",6.9,0.27
IOC,125.85,124.80,125.40,125.10,0.3,0.24
Nestle,"19,080.00","18,605.05","18,977.95","18,937.00",40.95,0.22
Kotak Mahindra,"1,925.00","1,902.00","1,907.95","1,905.65",2.3,0.12
