company_name,high,low,last_price,prev_close,change,percent_gain
SBI Life Insura,"1,114.90","1,078.00","1,113.95","1,073.40",40.55,3.78
HDFC Life,571.55,556.60,571.25,552.90,18.35,3.32
Nestle,"17,586.00","17,203.45","17,495.30","17,187.10",308.2,1.79
ICICI Bank,720.85,712.00,720.10,708.15,11.95,1.69
Kotak Mahindra,"1,918.00","1,886.30","1,914.10","1,882.60",31.5,1.67
IndusInd Bank,923.50,902.60,911.25,897.95,13.3,1.48
HDFC,"2,241.80","2,216.05","2,235.65","2,206.80",28.85,1.31
HDFC Bank,"1,334.70","1,323.20","1,334.15","1,318.95",15.2,1.15
Bajaj Finserv,"12,588.10","12,385.00","12,492.50","12,357.30",135.2,1.09
Britannia,"3,523.05","3,472.15","3,508.05","3,470.45",37.6,1.08
UltraTechCement,"5,979.00","5,880.00","5,925.50","5,868.05",57.45,0.98
NTPC,149.50,147.40,148.30,146.90,1.4,0.95
Cipla,985.90,969.45,979.25,970.40,8.85,0.91
Axis Bank,672.65,665.65,668.85,664.05,4.8,0.72
Reliance,"2,656.70","2,628.20","2,633.80","2,615.85",17.95,0.69
Bajaj Finance,"5,877.70","5,801.80","5,836.90","5,798.80",38.1,0.66
Bharti Airtel,686.90,679.55,682.00,678.20,3.8,0.56
Grasim,"1,444.70","1,356.80","1,410.00","1,402.75",7.25,0.52
ITC,273.90,271.00,272.00,270.85,1.15,0.42
SBI,464.45,458.35,463.15,462.05,1.1,0.24
Sun Pharma,922.65,907.25,911.85,909.90,1.95,0.21
TATA Cons. Prod,723.95,714.00,716.05,715.15,0.9,0.13
