company_name,high,low,last_price,prev_close,change,percent_gain
Hindalco,338.00,326.35,334.80,322.30,12.5,3.88
JSW Steel,588.50,573.35,586.50,567.80,18.7,3.29
UPL,661.75,644.10,660.20,640.85,19.35,3.02
Tech Mahindra,"1,024.10",996.00,"1,009.85",981.20,28.65,2.92
ONGC,141.75,137.25,141.20,137.35,3.85,2.8
Coal India,181.80,177.45,181.20,176.55,4.65,2.63
HCL Tech,"1,006.80",984.20,992.15,966.70,25.45,2.63
Sun Pharma,848.00,828.00,846.20,824.60,21.6,2.62
Larsen,"1,535.60","1,509.75","1,532.85","1,494.85",38,2.54
IndusInd Bank,827.75,817.65,826.70,806.50,20.2,2.5
Infosys,"1,482.00","1,465.15","1,474.40","1,441.10",33.3,2.31
Tata Steel,874.90,863.05,870.40,852.85,17.55,2.06
Grasim,"1,355.30","1,332.00","1,350.25","1,323.25",27,2.04
Wipro,430.75,424.55,425.70,418.75,6.95,1.66
Bajaj Auto,"3,909.90","3,839.80","3,873.50","3,813.35",60.15,1.58
Dr Reddys Labs,"4,399.85","4,351.00","4,372.30","4,309.65",62.65,1.45
Shree Cements,"19,149.00","18,852.10","19,066.75","18,793.65",273.1,1.45
Bajaj Finance,"5,725.00","5,587.75","5,665.80","5,587.75",78.05,1.4
Maruti Suzuki,"8,514.90","8,391.25","8,480.45","8,363.20",117.25,1.4
Tata Motors,419.45,414.10,414.80,409.30,5.5,1.34
ITC,269.60,266.50,269.35,265.85,3.5,1.32
SBI,461.50,458.05,460.25,454.25,6,1.32
BPCL,311.75,308.35,311.30,307.55,3.75,1.22
Hero Motocorp,"2,809.00","2,765.10","2,793.75","2,759.95",33.8,1.22
Power Grid Corp,213.35,209.65,211.30,208.95,2.35,1.12
Bajaj Finserv,"11,780.00","11,635.25","11,712.00","11,582.95",129.05,1.11
M&M,"1,093.40","1,072.05","1,083.90","1,072.05",11.85,1.11
UltraTechCement,"5,547.70","5,488.05","5,524.95","5,468.30",56.65,1.04
Axis Bank,646.90,637.35,640.55,634.00,6.55,1.03
ICICI Bank,728.85,718.55,720.50,713.45,7.05,0.99
NTPC,138.65,136.75,137.95,136.60,1.35,0.99
Cipla,946.40,935.60,942.50,933.70,8.8,0.94
HUL,"2,331.85","2,298.05","2,322.50","2,303.90",18.6,0.81
HDFC Bank,"1,376.00","1,361.10","1,364.00","1,353.80",10.2,0.75
Adani Ports,698.70,689.20,691.20,686.40,4.8,0.7
SBI Life Insura,"1,095.90","1,082.20","1,085.60","1,078.55",7.05,0.65
HDFC,"2,221.00","2,196.15","2,203.05","2,189.00",14.05,0.64
Reliance,"2,544.95","2,509.00","2,516.05","2,500.05",16,0.64
TATA Cons. Prod,737.10,730.10,733.65,729.00,4.65,0.64
Asian Paints,"2,797.00","2,765.00","2,778.00","2,760.90",17.1,0.62
TCS,"3,362.90","3,310.05","3,313.60","3,293.10",20.5,0.62
Nestle,"17,407.20","17,190.00","17,328.45","17,231.65",96.8,0.56
Eicher Motors,"2,909.95","2,870.55","2,887.00","2,877.90",9.1,0.32
Bharti Airtel,678.10,671.20,672.90,671.20,1.7,0.25
Titan Company,"2,083.65","2,039.65","2,049.50","2,045.60",3.9,0.19
HDFC Life,572.50,562.00,562.25,561.45,0.8,0.14
