company_name,high,low,last_price,prev_close,change,percent_gain
NTPC,125.85,122.25,125.85,123.15,2.7,2.19
Wipro,719.90,704.00,717.05,703.70,13.35,1.9
Tech Mahindra,"1,819.10","1,786.00","1,815.75","1,786.85",28.9,1.62
HCL Tech,"1,311.00","1,282.70","1,311.00","1,291.90",19.1,1.48
Bharti Airtel,685.80,674.20,683.45,676.85,6.6,0.98
Dr Reddys Labs,"4,895.00","4,825.05","4,880.00","4,833.15",46.85,0.97
Cipla,945.80,936.10,944.55,935.55,9,0.96
TCS,"3,730.00","3,680.00","3,729.95","3,694.70",35.25,0.95
SBI Life Insura,"1,199.95","1,180.90","1,196.75","1,185.65",11.1,0.94
Nestle,"19,585.00","19,326.75","19,569.45","19,399.65",169.8,0.88
Titan Company,"2,423.00","2,390.70","2,422.00","2,402.15",19.85,0.83
Infosys,"1,900.95","1,874.35","1,899.70","1,885.55",14.15,0.75
Power Grid Corp,207.00,203.40,206.10,204.60,1.5,0.73
TATA Cons. Prod,737.85,728.05,731.80,726.65,5.15,0.71
Divis Labs,"4,657.40","4,610.00","4,646.95","4,621.60",25.35,0.55
UltraTechCement,"7,474.00","7,401.55","7,459.05","7,420.95",38.1,0.51
HUL,"2,318.90","2,296.65","2,317.55","2,306.85",10.7,0.46
Shree Cements,"26,844.95","26,100.00","26,719.20","26,615.35",103.85,0.39
JSW Steel,659.40,653.00,658.00,655.90,2.1,0.32
Asian Paints,"3,390.00","3,350.30","3,377.50","3,367.45",10.05,0.3
HDFC Bank,"1,461.60","1,445.00","1,456.25","1,453.85",2.4,0.17
ITC,217.90,216.10,217.00,216.75,0.25,0.12
Eicher Motors,"2,591.80","2,540.20","2,563.55","2,562.25",1.3,0.05
ONGC,139.80,138.50,138.95,138.90,0.05,0.04
