company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finance,"6,052.00","5,802.25","6,052.00","5,878.60",173.4,2.95
Bajaj Finserv,"12,645.00","12,250.00","12,625.50","12,338.70",286.8,2.32
SBI,475.55,463.20,473.55,463.40,10.15,2.19
Coal India,201.95,196.50,201.10,197.55,3.55,1.8
Tata Steel,"1,086.25","1,074.05","1,084.80","1,068.50",16.3,1.53
ONGC,166.40,162.10,164.20,161.85,2.35,1.45
JSW Steel,581.85,572.20,580.15,572.10,8.05,1.41
Grasim,"1,355.00","1,307.45","1,344.80","1,326.65",18.15,1.37
NTPC,159.75,156.10,159.15,157.25,1.9,1.21
HDFC Bank,"1,381.00","1,357.00","1,376.85","1,362.60",14.25,1.05
IndusInd Bank,938.00,918.00,933.00,923.70,9.3,1.01
Kotak Mahindra,"1,876.65","1,851.00","1,876.35","1,858.15",18.2,0.98
BPCL,324.90,319.20,322.75,320.25,2.5,0.78
Hero Motocorp,"2,602.90","2,553.35","2,591.00","2,570.85",20.15,0.78
HDFC,"2,281.70","2,242.60","2,275.95","2,259.50",16.45,0.73
UltraTechCement,"5,613.30","5,511.65","5,595.00","5,555.20",39.8,0.72
HCL Tech,"1,030.50","1,016.00","1,029.95","1,022.90",7.05,0.69
Titan Company,"2,125.00","2,096.55","2,114.05","2,100.80",13.25,0.63
Axis Bank,673.55,664.00,670.00,665.85,4.15,0.62
ICICI Bank,741.00,730.20,739.45,735.25,4.2,0.57
SBI Life Insura,"1,159.20","1,138.05","1,140.65","1,134.30",6.35,0.56
TCS,"3,398.00","3,346.50","3,379.35","3,362.70",16.65,0.5
Wipro,472.00,464.30,469.95,467.65,2.3,0.49
Hindalco,407.00,401.10,406.10,404.20,1.9,0.47
Larsen,"1,598.40","1,570.10","1,596.15","1,589.45",6.7,0.42
Power Grid Corp,226.50,223.05,225.95,225.00,0.95,0.42
Eicher Motors,"2,674.80","2,619.15","2,653.55","2,647.90",5.65,0.21
Tech Mahindra,"1,139.30","1,122.00","1,132.25","1,130.30",1.95,0.17
Divis Labs,"3,517.05","3,470.10","3,506.45","3,501.25",5.2,0.15
Tata Motors,438.70,432.00,436.50,435.85,0.65,0.15
Apollo Hospital,"3,645.00","3,557.00","3,614.00","3,609.30",4.7,0.13
M&M,"1,056.95","1,034.25","1,043.85","1,042.55",1.3,0.12
Adani Ports,740.00,725.35,735.20,734.55,0.65,0.09
Maruti Suzuki,"7,838.00","7,720.70","7,810.10","7,809.40",0.7,0.01
