company_name,high,low,last_price,prev_close,change,percent_gain
Adani Enterpris,"3,330.00","3,249.00","3,329.00","3,246.25",82.75,2.55
Asian Paints,"3,360.00","3,274.00","3,353.35","3,277.95",75.4,2.3
Axis Bank,791.00,774.50,789.70,776.85,12.85,1.65
ITC,330.45,327.30,329.80,327.85,1.95,0.59
Bajaj Finserv,"1,700.00","1,677.05","1,694.20","1,684.40",9.8,0.58
Bajaj Finserv,"1,700.00","1,677.05","1,694.20","1,684.40",9.8,0.58
Wipro,417.90,408.40,413.60,411.30,2.3,0.56
Tata Motors,399.50,395.00,397.80,395.95,1.85,0.47
Tata Motors,399.50,395.00,397.80,395.95,1.85,0.47
UltraTechCement,"6,186.00","6,135.00","6,178.45","6,149.90",28.55,0.46
Adani Ports,820.60,808.30,811.70,808.10,3.6,0.45
Power Grid Corp,210.00,206.55,209.35,208.95,0.4,0.19
Bajaj Finance,"7,352.50","7,275.00","7,305.95","7,293.40",12.55,0.17
SBI,531.95,525.60,531.40,530.75,0.65,0.12
HDFC,"2,301.80","2,277.25","2,300.00","2,298.50",1.5,0.07
