company_name,high,low,last_price,prev_close,change,percent_gain
Adani Ports,855.45,839.30,853.80,839.30,14.5,1.73
Grasim,"1,809.00","1,764.70","1,798.20","1,771.25",26.95,1.52
JSW Steel,775.00,756.00,764.70,756.60,8.1,1.07
ICICI Bank,764.50,751.65,762.00,754.30,7.7,1.02
Apollo Hospital,"4,673.30","4,575.50","4,650.70","4,606.15",44.55,0.97
NTPC,154.60,152.05,153.20,152.05,1.15,0.76
Tata Motors,458.90,454.20,455.35,452.05,3.3,0.73
BPCL,390.15,384.80,387.20,384.55,2.65,0.69
SBI,522.00,513.20,519.10,516.10,3,0.58
UPL,817.95,810.85,813.80,809.75,4.05,0.5
Cipla,"1,024.95","1,011.60","1,015.75","1,011.60",4.15,0.41
Kotak Mahindra,"1,791.85","1,763.30","1,791.85","1,784.50",7.35,0.41
IndusInd Bank,998.90,980.65,988.70,985.60,3.1,0.31
Tata Steel,"1,384.00","1,365.00","1,373.40","1,370.75",2.65,0.19
Coal India,196.90,193.35,194.90,194.55,0.35,0.18
ONGC,172.75,169.55,171.20,170.90,0.3,0.18
Eicher Motors,"2,565.00","2,540.00","2,557.25","2,555.20",2.05,0.08
TCS,"3,712.35","3,656.10","3,687.20","3,685.65",1.55,0.04
Bharti Airtel,765.20,756.00,762.20,762.10,0.1,0.01
