company_name,high,low,last_price,prev_close,change,percent_gain
TATA Cons. Prod,762.00,723.75,758.60,722.25,36.35,5.03
Maruti Suzuki,"7,620.00","7,318.00","7,551.00","7,316.75",234.25,3.2
M&M,767.00,745.00,763.00,743.20,19.8,2.66
Tata Motors,424.20,408.00,420.90,411.70,9.2,2.23
Britannia,"3,235.00","3,181.65","3,231.50","3,185.85",45.65,1.43
UltraTechCement,"6,172.00","6,080.05","6,118.90","6,035.90",83,1.38
Eicher Motors,"2,354.95","2,319.35","2,345.30","2,313.55",31.75,1.37
Bajaj Finserv,"15,950.00","15,684.00","15,878.00","15,678.50",199.5,1.27
Bajaj Finance,"6,748.00","6,614.00","6,747.95","6,665.45",82.5,1.24
ICICI Bank,707.40,695.10,704.60,696.15,8.45,1.21
Cipla,"1,083.00","1,045.00","1,061.10","1,048.65",12.45,1.19
IndusInd Bank,922.00,902.25,917.60,907.60,10,1.1
Asian Paints,"3,032.00","2,970.25","2,994.95","2,962.80",32.15,1.09
Titan Company,"2,564.40","2,545.10","2,564.40","2,539.00",25.4,1
Bajaj Auto,"3,494.00","3,437.95","3,485.00","3,452.55",32.45,0.94
Divis Labs,"4,478.20","4,365.10","4,434.15","4,393.80",40.35,0.92
HDFC,"2,297.80","2,275.40","2,294.30","2,275.70",18.6,0.82
UPL,737.55,728.55,736.75,730.75,6,0.82
Hero Motocorp,"2,380.00","2,330.15","2,360.50","2,341.90",18.6,0.79
Nestle,"17,499.90","17,337.65","17,494.95","17,367.20",127.75,0.74
HDFC Life,519.80,512.45,515.50,512.45,3.05,0.6
Grasim,"1,595.90","1,573.00","1,586.60","1,577.50",9.1,0.58
Bharti Airtel,709.50,698.85,704.15,700.40,3.75,0.54
Shree Cements,"22,671.95","22,301.05","22,480.65","22,361.45",119.2,0.53
SBI Life Insura,"1,079.35","1,060.00","1,074.40","1,069.70",4.7,0.44
HUL,"2,080.80","2,045.00","2,067.30","2,059.30",8,0.39
Adani Ports,734.60,726.00,732.40,730.55,1.85,0.25
SBI,490.50,482.70,486.00,485.15,0.85,0.18
Larsen,"1,765.00","1,745.25","1,748.80","1,746.75",2.05,0.12
NTPC,132.95,131.30,132.25,132.15,0.1,0.08
