company_name,high,low,last_price,prev_close,change,percent_gain
Coal India,198.80,192.35,193.95,190.75,3.2,1.68
SBI Life Insura,"1,126.40","1,109.00","1,126.30","1,108.85",17.45,1.57
Adani Ports,829.45,817.40,827.95,817.40,10.55,1.29
UPL,819.50,805.65,811.70,803.35,8.35,1.04
IOC,125.45,124.05,124.80,123.55,1.25,1.01
Hindalco,584.20,578.30,580.10,574.75,5.35,0.93
Titan Company,"2,499.00","2,465.00","2,480.75","2,458.35",22.4,0.91
Reliance,"2,604.00","2,560.00","2,596.00","2,572.85",23.15,0.9
Britannia,"3,329.15","3,287.00","3,323.25","3,294.10",29.15,0.88
Wipro,586.45,582.35,585.80,580.85,4.95,0.85
Tata Motors,453.50,449.70,453.20,449.50,3.7,0.82
Dr Reddys Labs,"4,365.00","4,326.85","4,351.00","4,317.40",33.6,0.78
IndusInd Bank,981.45,968.25,980.20,972.60,7.6,0.78
BPCL,386.80,382.20,383.55,380.80,2.75,0.72
Axis Bank,798.45,789.00,797.35,792.10,5.25,0.66
JSW Steel,740.80,731.20,732.80,728.05,4.75,0.65
Kotak Mahindra,"1,781.30","1,764.60","1,777.85","1,766.45",11.4,0.65
Tata Steel,"1,368.95","1,356.25","1,358.00","1,349.50",8.5,0.63
ICICI Bank,753.75,743.60,753.20,748.55,4.65,0.62
Grasim,"1,702.45","1,676.00","1,692.00","1,681.95",10.05,0.6
SBI,519.50,513.80,517.80,514.95,2.85,0.55
Infosys,"1,828.00","1,813.00","1,819.45","1,811.00",8.45,0.47
TATA Cons. Prod,816.55,805.05,808.50,804.90,3.6,0.45
ITC,258.65,256.00,257.75,256.65,1.1,0.43
Bajaj Finserv,"16,745.75","16,570.30","16,617.70","16,553.90",63.8,0.39
Maruti Suzuki,"7,730.50","7,631.40","7,666.95","7,640.50",26.45,0.35
UltraTechCement,"6,813.60","6,722.85","6,760.00","6,736.65",23.35,0.35
HUL,"2,186.00","2,163.50","2,171.80","2,164.80",7,0.32
Asian Paints,"3,184.95","3,158.15","3,163.65","3,155.00",8.65,0.27
Bharti Airtel,768.35,760.70,764.35,762.40,1.95,0.26
Bajaj Finance,"7,333.90","7,265.00","7,303.50","7,290.20",13.3,0.18
ONGC,170.65,168.70,169.15,168.85,0.3,0.18
Power Grid Corp,234.10,231.35,231.55,231.35,0.2,0.09
Bajaj Auto,"3,836.00","3,780.55","3,803.90","3,802.25",1.65,0.04
