company_name,high,low,last_price,prev_close,change,percent_gain
Power Grid Corp,215.50,209.35,214.10,208.35,5.75,2.76
Bajaj Auto,"3,629.90","3,515.85","3,624.80","3,528.75",96.05,2.72
Coal India,231.95,225.55,231.40,225.45,5.95,2.64
BPCL,309.25,299.35,306.45,299.75,6.7,2.24
HCL Tech,963.90,943.30,956.60,938.60,18,1.92
Axis Bank,802.35,783.45,800.55,785.55,15,1.91
M&M,"1,259.35","1,230.10","1,249.00","1,229.55",19.45,1.58
NTPC,164.25,161.15,163.05,161.05,2,1.24
TCS,"3,107.00","3,062.05","3,096.00","3,069.55",26.45,0.86
Hindalco,399.75,391.75,399.05,396.05,3,0.76
Divis Labs,"3,533.90","3,472.00","3,528.15","3,502.20",25.95,0.74
Britannia,"3,769.80","3,726.35","3,753.45","3,727.90",25.55,0.69
SBI,530.90,526.00,530.50,527.40,3.1,0.59
JSW Steel,648.60,638.20,646.50,642.75,3.75,0.58
UltraTechCement,"6,130.00","6,057.80","6,112.00","6,076.75",35.25,0.58
ITC,328.30,324.75,328.15,326.30,1.85,0.57
Infosys,"1,441.10","1,413.55","1,431.40","1,423.80",7.6,0.53
Kotak Mahindra,"1,801.75","1,780.20","1,797.15","1,787.90",9.25,0.52
Grasim,"1,662.95","1,631.30","1,652.50","1,644.50",8,0.49
HDFC Life,527.75,520.10,524.80,522.55,2.25,0.43
HDFC,"2,288.75","2,271.00","2,280.80","2,271.25",9.55,0.42
HUL,"2,575.35","2,554.20","2,560.90","2,550.65",10.25,0.4
Nestle,"18,623.15","18,449.95","18,521.20","18,449.95",71.25,0.39
Apollo Hospital,"4,312.35","4,245.00","4,291.00","4,275.55",15.45,0.36
Reliance,"2,372.00","2,343.10","2,365.95","2,357.90",8.05,0.34
Bajaj Finserv,"1,701.60","1,667.40","1,678.20","1,672.65",5.55,0.33
Bajaj Finserv,"1,701.60","1,667.40","1,678.20","1,672.65",5.55,0.33
HDFC Bank,"1,409.30","1,397.30","1,405.00","1,400.65",4.35,0.31
Tata Steel,100.85,99.00,100.65,100.35,0.3,0.3
Tata Steel,100.85,99.00,100.65,100.35,0.3,0.3
Tata Motors,398.20,391.10,394.50,393.35,1.15,0.29
Tata Motors,398.20,391.10,394.50,393.35,1.15,0.29
IndusInd Bank,"1,180.35","1,156.10","1,164.80","1,164.60",0.2,0.02
