company_name,high,low,last_price,prev_close,change,percent_gain
Apollo Hospital,"3,979.30","3,891.05","3,940.00","3,868.30",71.7,1.85
Dr Reddys Labs,"4,590.00","4,503.05","4,575.80","4,501.60",74.2,1.65
Sun Pharma,880.00,864.20,873.55,860.15,13.4,1.56
Kotak Mahindra,"1,774.00","1,737.05","1,768.15","1,742.05",26.1,1.5
HDFC,"2,194.90","2,169.20","2,189.20","2,165.05",24.15,1.12
Bajaj Finserv,"11,956.80","11,753.05","11,872.75","11,770.20",102.55,0.87
Maruti Suzuki,"8,536.70","8,450.00","8,507.70","8,440.20",67.5,0.8
ONGC,125.95,123.80,125.10,124.45,0.65,0.52
HDFC Bank,"1,372.65","1,357.85","1,364.40","1,357.85",6.55,0.48
Titan Company,"2,140.00","2,114.15","2,120.50","2,111.40",9.1,0.43
Nestle,"18,440.95","18,188.05","18,326.10","18,249.65",76.45,0.42
Bharti Airtel,651.00,643.55,646.10,643.50,2.6,0.4
Britannia,"3,789.00","3,713.05","3,740.00","3,726.00",14,0.38
Cipla,968.65,953.35,956.65,953.35,3.3,0.35
Tata Motors,431.25,425.00,428.60,427.10,1.5,0.35
Tata Motors,431.25,425.00,428.60,427.10,1.5,0.35
BPCL,312.70,309.55,311.50,310.50,1,0.32
TATA Cons. Prod,778.80,763.00,764.60,762.55,2.05,0.27
SBI Life Insura,"1,146.90","1,139.35","1,142.45","1,139.85",2.6,0.23
Reliance,"2,404.90","2,376.95","2,381.85","2,377.55",4.3,0.18
Wipro,410.60,406.30,407.35,406.70,0.65,0.16
Power Grid Corp,219.25,214.30,214.70,214.45,0.25,0.12
Hindalco,354.50,347.00,349.30,348.90,0.4,0.11
Hero Motocorp,"2,866.00","2,835.00","2,845.10","2,843.35",1.75,0.06
Infosys,"1,452.95","1,439.40","1,445.15","1,444.45",0.7,0.05
Bajaj Auto,"3,885.95","3,856.00","3,861.05","3,860.75",0.3,0.01
