company_name,high,low,last_price,prev_close,change,percent_gain
Hindalco,353.00,341.75,352.10,340.50,11.6,3.41
Bajaj Finserv,"11,748.00","11,409.75","11,653.70","11,388.30",265.4,2.33
Tata Steel,874.50,860.25,872.40,854.55,17.85,2.09
Dr Reddys Labs,"4,467.50","4,351.20","4,444.60","4,354.45",90.15,2.07
Power Grid Corp,215.95,210.95,215.00,210.70,4.3,2.04
Tata Motors,418.80,414.00,416.35,408.45,7.9,1.93
Sun Pharma,846.80,826.65,844.95,829.40,15.55,1.87
UPL,671.65,657.30,666.50,654.50,12,1.83
Apollo Hospital,"3,849.10","3,761.00","3,835.00","3,770.10",64.9,1.72
Bajaj Finance,"5,744.95","5,626.45","5,722.00","5,630.30",91.7,1.63
Tech Mahindra,"1,021.90","1,005.00","1,016.00",999.95,16.05,1.61
Grasim,"1,373.50","1,352.00","1,370.95","1,350.80",20.15,1.49
Cipla,946.05,930.25,944.05,930.65,13.4,1.44
Adani Ports,694.20,685.05,691.80,682.00,9.8,1.44
JSW Steel,561.90,555.10,559.40,551.50,7.9,1.43
Reliance,"2,449.00","2,417.10","2,447.65","2,413.70",33.95,1.41
ONGC,128.40,126.00,127.75,126.00,1.75,1.39
Shree Cements,"19,598.00","19,303.80","19,554.45","19,292.40",262.05,1.36
HDFC Bank,"1,376.00","1,360.00","1,373.95","1,355.65",18.3,1.35
Coal India,185.20,182.70,184.30,182.05,2.25,1.24
ICICI Bank,730.65,722.05,728.80,720.10,8.7,1.21
NTPC,144.25,141.40,143.05,141.40,1.65,1.17
HCL Tech,998.30,981.65,996.00,984.60,11.4,1.16
Infosys,"1,509.95","1,486.75","1,505.00","1,488.00",17,1.14
HDFC,"2,244.95","2,215.20","2,242.00","2,216.85",25.15,1.13
Titan Company,"1,989.10","1,958.10","1,983.50","1,962.50",21,1.07
SBI,479.40,475.15,478.10,473.45,4.65,0.98
TCS,"3,272.00","3,237.10","3,264.20","3,235.05",29.15,0.9
Asian Paints,"2,812.30","2,762.60","2,812.00","2,790.30",21.7,0.78
Kotak Mahindra,"1,693.40","1,673.00","1,683.95","1,670.90",13.05,0.78
SBI Life Insura,"1,131.35","1,118.00","1,124.95","1,117.65",7.3,0.65
TATA Cons. Prod,734.95,727.80,734.30,730.15,4.15,0.57
UltraTechCement,"5,758.00","5,700.35","5,739.75","5,709.05",30.7,0.54
Larsen,"1,592.65","1,577.80","1,590.00","1,581.70",8.3,0.52
Nestle,"18,108.90","17,947.70","18,084.70","17,994.55",90.15,0.5
Bharti Airtel,686.60,680.05,684.70,681.90,2.8,0.41
HUL,"2,394.10","2,371.60","2,383.60","2,375.20",8.4,0.35
Divis Labs,"3,678.50","3,623.55","3,650.00","3,639.55",10.45,0.29
Eicher Motors,"2,843.90","2,797.00","2,802.95","2,796.40",6.55,0.23
BPCL,318.15,315.55,317.00,316.35,0.65,0.21
Axis Bank,659.90,654.00,655.55,654.35,1.2,0.18
Maruti Suzuki,"8,508.55","8,431.00","8,451.95","8,443.35",8.6,0.1
