company_name,high,low,last_price,prev_close,change,percent_gain
Tech Mahindra,"1,536.80","1,477.05","1,530.95","1,479.65",51.3,3.47
Larsen,"1,853.85","1,802.05","1,841.20","1,788.45",52.75,2.95
HCL Tech,"1,253.00","1,225.00","1,248.55","1,221.40",27.15,2.22
Wipro,729.95,714.00,725.00,709.75,15.25,2.15
Infosys,"1,827.40","1,782.30","1,824.80","1,792.15",32.65,1.82
HUL,"2,725.00","2,662.95","2,698.00","2,654.00",44,1.66
Bajaj Finserv,"19,041.45","18,600.50","18,925.00","18,677.95",247.05,1.32
Reliance,"2,745.00","2,708.00","2,739.20","2,707.60",31.6,1.17
Nestle,"19,732.05","19,284.05","19,630.00","19,438.45",191.55,0.99
HDFC Bank,"1,692.45","1,671.00","1,684.70","1,670.30",14.4,0.86
TATA Cons. Prod,862.00,840.10,851.20,843.95,7.25,0.86
TCS,"3,690.10","3,644.45","3,678.00","3,647.15",30.85,0.85
NTPC,151.50,148.10,150.75,149.55,1.2,0.8
Coal India,188.00,183.60,186.50,185.30,1.2,0.65
ICICI Bank,755.00,738.75,750.25,745.45,4.8,0.64
Cipla,917.30,903.25,908.45,903.75,4.7,0.52
SBI Life Insura,"1,215.90","1,193.50","1,196.85","1,192.50",4.35,0.36
Hero Motocorp,"2,930.00","2,882.00","2,911.30","2,904.10",7.2,0.25
HDFC,"2,827.95","2,800.00","2,817.00","2,811.50",5.5,0.2
HDFC Life,709.05,698.55,705.00,703.60,1.4,0.2
Bharti Airtel,699.00,675.45,681.70,680.60,1.1,0.16
Adani Ports,820.00,792.10,811.60,810.55,1.05,0.13
Britannia,"3,868.35","3,822.00","3,839.80","3,837.35",2.45,0.06
