company_name,high,low,last_price,prev_close,change,percent_gain
Power Grid Corp,214.90,206.50,213.85,207.20,6.65,3.21
HDFC,"2,794.20","2,701.05","2,787.90","2,703.65",84.25,3.12
Sun Pharma,766.50,746.10,765.25,745.35,19.9,2.67
BPCL,379.55,369.05,378.00,368.75,9.25,2.51
IOC,121.10,117.90,120.45,117.70,2.75,2.34
Grasim,"1,720.00","1,673.45","1,705.30","1,679.60",25.7,1.53
Britannia,"3,607.30","3,530.00","3,581.00","3,535.25",45.75,1.29
SBI Life Insura,"1,179.90","1,157.05","1,179.25","1,164.85",14.4,1.24
Asian Paints,"3,186.05","3,152.25","3,175.35","3,138.15",37.2,1.19
Nestle,"19,650.00","19,226.75","19,618.50","19,397.80",220.7,1.14
Coal India,157.50,155.15,157.30,155.55,1.75,1.13
Adani Ports,716.40,702.30,715.95,707.95,8,1.13
Titan Company,"2,422.50","2,364.00","2,385.85","2,360.20",25.65,1.09
Bajaj Finserv,"17,585.00","17,273.45","17,562.40","17,382.95",179.45,1.03
HDFC Bank,"1,523.30","1,500.00","1,520.20","1,504.65",15.55,1.03
M&M,859.95,835.05,843.05,834.70,8.35,1
Shree Cements,"26,749.00","26,020.15","26,352.20","26,092.00",260.2,1
Tech Mahindra,"1,606.00","1,580.00","1,603.35","1,587.60",15.75,0.99
Dr Reddys Labs,"4,660.00","4,609.05","4,651.50","4,606.35",45.15,0.98
Bajaj Finance,"7,120.00","7,022.40","7,106.90","7,038.70",68.2,0.97
Divis Labs,"4,824.90","4,762.40","4,798.30","4,752.20",46.1,0.97
Bajaj Auto,"3,299.00","3,236.50","3,280.80","3,249.55",31.25,0.96
HDFC Life,700.65,694.00,700.20,693.85,6.35,0.92
Kotak Mahindra,"1,971.75","1,945.60","1,971.05","1,953.35",17.7,0.91
Infosys,"1,731.00","1,711.35","1,727.70","1,714.90",12.8,0.75
TCS,"3,606.00","3,574.10","3,603.95","3,577.80",26.15,0.73
HCL Tech,"1,169.00","1,153.00","1,165.00","1,156.70",8.3,0.72
Reliance,"2,491.50","2,465.10","2,483.50","2,467.00",16.5,0.67
NTPC,130.30,126.60,128.50,127.70,0.8,0.63
HUL,"2,367.45","2,345.00","2,357.45","2,344.85",12.6,0.54
Eicher Motors,"2,463.55","2,426.80","2,450.00","2,438.30",11.7,0.48
UPL,700.45,687.25,693.70,690.50,3.2,0.46
IndusInd Bank,943.85,925.65,937.15,933.65,3.5,0.37
ITC,224.35,221.30,222.35,221.90,0.45,0.2
SBI,476.65,470.95,475.80,475.30,0.5,0.11
JSW Steel,643.60,630.80,637.55,637.20,0.35,0.05
Hero Motocorp,"2,468.95","2,408.90","2,448.35","2,448.20",0.15,0.01
