company_name,high,low,last_price,prev_close,change,percent_gain
UPL,789.80,770.35,789.45,769.55,19.9,2.59
Power Grid Corp,186.85,182.00,186.60,182.00,4.6,2.53
Hero Motocorp,"2,784.80","2,714.00","2,739.65","2,683.05",56.6,2.11
Asian Paints,"3,180.00","3,126.00","3,179.20","3,122.90",56.3,1.8
ONGC,162.25,156.00,157.35,154.65,2.7,1.75
Cipla,932.70,910.10,931.55,915.95,15.6,1.7
ITC,238.25,233.10,236.10,232.90,3.2,1.37
Infosys,"1,799.95","1,775.50","1,798.95","1,780.20",18.75,1.05
Sun Pharma,819.65,807.35,814.80,806.50,8.3,1.03
TATA Cons. Prod,858.00,847.45,856.05,847.90,8.15,0.96
TCS,"3,564.95","3,528.00","3,558.35","3,526.05",32.3,0.92
HDFC Bank,"1,571.85","1,560.50","1,566.30","1,553.00",13.3,0.86
HUL,"2,425.40","2,404.10","2,424.65","2,404.95",19.7,0.82
Kotak Mahindra,"2,108.00","2,080.10","2,088.90","2,074.70",14.2,0.68
NTPC,137.65,136.20,137.25,136.45,0.8,0.59
Divis Labs,"4,897.70","4,854.35","4,871.40","4,843.80",27.6,0.57
Titan Company,"2,572.70","2,544.15","2,553.60","2,539.50",14.1,0.56
Tech Mahindra,"1,594.90","1,573.35","1,593.95","1,585.00",8.95,0.56
Tata Motors,514.90,505.15,509.70,507.05,2.65,0.52
Britannia,"3,723.95","3,674.00","3,706.40","3,687.95",18.45,0.5
Wipro,666.00,658.65,663.35,660.05,3.3,0.5
HCL Tech,"1,181.60","1,171.00","1,177.65","1,172.35",5.3,0.45
Dr Reddys Labs,"4,899.00","4,833.05","4,864.50","4,843.25",21.25,0.44
ICICI Bank,784.55,775.75,779.75,776.60,3.15,0.41
IndusInd Bank,"1,051.00","1,037.45","1,041.35","1,037.05",4.3,0.41
Maruti Suzuki,"7,579.85","7,452.00","7,504.00","7,479.85",24.15,0.32
Nestle,"19,243.00","19,069.85","19,204.30","19,142.45",61.85,0.32
Axis Bank,744.00,735.75,736.55,736.05,0.5,0.07
