company_name,high,low,last_price,prev_close,change,percent_gain
Tech Mahindra,"1,487.60","1,431.50","1,475.70","1,410.65",65.05,4.61
BPCL,398.20,387.95,395.65,382.50,13.15,3.44
Wipro,571.90,562.55,569.60,552.15,17.45,3.16
Dr Reddys Labs,"4,360.00","4,240.05","4,349.90","4,218.60",131.3,3.11
Divis Labs,"4,108.95","4,004.00","4,056.50","3,940.70",115.8,2.94
Infosys,"1,744.55","1,715.35","1,735.40","1,686.20",49.2,2.92
ONGC,174.85,169.55,173.55,168.80,4.75,2.81
HCL Tech,"1,113.95","1,096.00","1,110.20","1,080.45",29.75,2.75
IOC,128.00,124.20,127.30,124.10,3.2,2.58
Eicher Motors,"2,680.55","2,640.00","2,677.55","2,610.95",66.6,2.55
Power Grid Corp,216.30,211.20,215.05,210.20,4.85,2.31
SBI Life Insura,"1,233.70","1,206.05","1,232.60","1,205.55",27.05,2.24
Britannia,"3,636.00","3,510.00","3,583.95","3,509.65",74.3,2.12
Reliance,"2,397.00","2,356.20","2,383.15","2,335.85",47.3,2.02
Asian Paints,"3,193.45","3,140.00","3,166.10","3,110.85",55.25,1.78
Cipla,950.00,930.65,948.60,932.25,16.35,1.75
Sun Pharma,844.95,830.10,841.40,827.35,14.05,1.7
UltraTechCement,"7,279.55","7,167.60","7,222.00","7,109.85",112.15,1.58
SBI,536.65,527.05,530.65,523.45,7.2,1.38
Bajaj Finance,"7,075.90","6,930.10","6,961.40","6,867.25",94.15,1.37
Tata Motors,505.65,498.20,504.10,497.30,6.8,1.37
TCS,"3,758.00","3,721.40","3,740.40","3,690.05",50.35,1.36
Titan Company,"2,380.00","2,336.35","2,346.80","2,315.60",31.2,1.35
Bajaj Finserv,"15,609.40","15,329.70","15,390.00","15,198.75",191.25,1.26
Maruti Suzuki,"8,710.00","8,580.00","8,658.75","8,550.95",107.8,1.26
Bharti Airtel,731.95,719.55,724.50,715.80,8.7,1.22
TATA Cons. Prod,736.95,722.05,726.60,717.90,8.7,1.21
Hero Motocorp,"2,711.55","2,680.15","2,704.05","2,672.15",31.9,1.19
Shree Cements,"24,550.00","24,250.00","24,412.90","24,124.70",288.2,1.19
Grasim,"1,732.35","1,702.00","1,715.00","1,697.00",18,1.06
Bajaj Auto,"3,547.10","3,487.00","3,533.90","3,497.20",36.7,1.05
Tata Steel,"1,114.60","1,093.00","1,096.00","1,084.65",11.35,1.05
Nestle,"18,639.90","18,428.00","18,570.10","18,384.40",185.7,1.01
M&M,884.00,872.10,878.05,869.65,8.4,0.97
UPL,812.70,795.00,797.30,790.25,7.05,0.89
Adani Ports,723.90,714.55,716.05,710.15,5.9,0.83
Hindalco,499.75,491.00,493.40,490.35,3.05,0.62
ICICI Bank,798.70,784.00,785.70,781.15,4.55,0.58
JSW Steel,639.00,628.15,631.30,628.05,3.25,0.52
HDFC Bank,"1,481.85","1,466.80","1,470.30","1,463.25",7.05,0.48
ITC,219.20,217.10,218.65,217.60,1.05,0.48
NTPC,143.40,138.55,140.65,140.15,0.5,0.36
HDFC,"2,546.85","2,515.60","2,525.05","2,516.50",8.55,0.34
Larsen,"1,907.60","1,850.45","1,901.20","1,897.55",3.65,0.19
HUL,"2,311.85","2,285.45","2,286.00","2,283.55",2.45,0.11
HDFC Life,626.90,619.40,620.50,620.45,0.05,0.01
