company_name,high,low,last_price,prev_close,change,percent_gain
Titan Company,"2,707.00","2,600.10","2,707.00","2,587.30",119.7,4.63
HDFC,"2,394.40","2,346.00","2,391.70","2,292.10",99.6,4.35
Kotak Mahindra,"1,824.50","1,782.55","1,822.85","1,760.50",62.35,3.54
Asian Paints,"3,163.30","3,076.50","3,138.75","3,042.00",96.75,3.18
Eicher Motors,"2,432.00","2,375.30","2,432.00","2,357.90",74.1,3.14
TATA Cons. Prod,773.10,754.25,769.00,747.85,21.15,2.83
Shree Cements,"24,231.30","23,701.40","24,210.00","23,595.45",614.55,2.6
Bajaj Auto,"3,658.50","3,575.65","3,656.95","3,569.80",87.15,2.44
Maruti Suzuki,"7,669.95","7,530.00","7,668.80","7,485.80",183,2.44
HDFC Bank,"1,485.00","1,470.55","1,483.40","1,448.15",35.25,2.43
SBI Life Insura,"1,112.05","1,088.10","1,110.60","1,085.75",24.85,2.29
JSW Steel,671.90,660.35,670.15,655.25,14.9,2.27
UltraTechCement,"6,464.30","6,340.00","6,449.25","6,305.90",143.35,2.27
Bajaj Finance,"7,018.45","6,930.10","6,995.05","6,840.60",154.45,2.26
Axis Bank,745.20,737.00,739.60,723.85,15.75,2.18
Larsen,"1,795.50","1,768.45","1,794.20","1,756.20",38,2.16
Bajaj Finserv,"16,480.00","16,286.00","16,440.00","16,124.85",315.15,1.95
Tata Motors,434.40,429.55,432.75,424.90,7.85,1.85
Dr Reddys Labs,"4,020.00","3,946.20","4,012.85","3,943.80",69.05,1.75
Adani Ports,743.30,729.55,736.45,723.80,12.65,1.75
IndusInd Bank,949.50,940.35,944.45,928.65,15.8,1.7
HDFC Life,527.40,520.50,526.00,517.30,8.7,1.68
SBI,502.00,498.30,501.05,492.75,8.3,1.68
ICICI Bank,725.00,716.20,719.65,708.00,11.65,1.65
Grasim,"1,634.80","1,612.00","1,630.40","1,604.05",26.35,1.64
Bharti Airtel,726.70,715.00,723.20,712.00,11.2,1.57
Divis Labs,"4,482.00","4,431.35","4,467.80","4,402.25",65.55,1.49
Reliance,"2,442.00","2,415.10","2,438.00","2,403.35",34.65,1.44
M&M,785.15,777.00,784.00,773.65,10.35,1.34
Wipro,607.35,601.95,606.20,598.25,7.95,1.33
Hero Motocorp,"2,415.00","2,375.00","2,400.40","2,369.50",30.9,1.3
Tata Steel,"1,283.50","1,271.10","1,278.45","1,265.25",13.2,1.04
TCS,"3,703.95","3,686.05","3,689.95","3,655.90",34.05,0.93
BPCL,361.45,357.85,359.50,356.30,3.2,0.9
Sun Pharma,902.55,892.20,896.35,889.20,7.15,0.8
HUL,"2,116.70","2,087.05","2,088.50","2,072.15",16.35,0.79
Hindalco,581.50,573.85,576.45,572.70,3.75,0.65
Nestle,"18,021.65","17,785.95","17,918.35","17,823.40",94.95,0.53
ITC,245.40,242.70,243.80,242.60,1.2,0.49
Infosys,"1,923.30","1,893.90","1,898.50","1,889.40",9.1,0.48
UPL,761.60,754.55,756.00,752.45,3.55,0.47
Tech Mahindra,"1,509.95","1,494.05","1,496.85","1,489.90",6.95,0.47
NTPC,134.30,132.60,132.85,132.75,0.1,0.08
Power Grid Corp,212.00,209.30,209.45,209.35,0.1,0.05
