company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finance,"7,063.45","6,932.90","7,034.95","6,847.25",187.7,2.74
Infosys,"1,775.85","1,758.00","1,767.45","1,734.20",33.25,1.92
M&M,859.90,846.20,858.95,846.20,12.75,1.51
Grasim,"1,739.85","1,701.90","1,729.55","1,704.40",25.15,1.48
Wipro,649.90,643.00,645.30,636.40,8.9,1.4
ONGC,146.00,144.55,145.70,143.95,1.75,1.22
Kotak Mahindra,"1,890.95","1,859.00","1,884.30","1,867.40",16.9,0.91
Tech Mahindra,"1,667.65","1,642.20","1,656.25","1,641.60",14.65,0.89
HDFC Bank,"1,517.00","1,506.00","1,513.10","1,500.00",13.1,0.87
Bajaj Finserv,"16,950.00","16,601.05","16,790.95","16,660.70",130.25,0.78
Tata Steel,"1,168.80","1,156.10","1,162.55","1,154.05",8.5,0.74
IOC,117.15,115.70,116.55,115.70,0.85,0.73
UltraTechCement,"7,440.00","7,381.75","7,425.05","7,371.35",53.7,0.73
Britannia,"3,571.65","3,536.65","3,566.90","3,541.60",25.3,0.71
Coal India,149.25,147.55,149.00,148.10,0.9,0.61
Reliance,"2,406.00","2,371.00","2,387.25","2,373.20",14.05,0.59
HCL Tech,"1,167.90","1,152.35","1,155.60","1,148.90",6.7,0.58
SBI Life Insura,"1,186.95","1,175.20","1,180.20","1,174.65",5.55,0.47
BPCL,387.45,384.45,386.00,384.30,1.7,0.44
NTPC,128.20,126.50,127.15,126.70,0.45,0.36
Axis Bank,721.95,709.10,714.70,712.50,2.2,0.31
Tata Motors,496.50,487.40,493.00,491.65,1.35,0.27
JSW Steel,666.20,656.60,660.20,658.50,1.7,0.26
Titan Company,"2,357.95","2,325.25","2,328.85","2,323.15",5.7,0.25
Shree Cements,"26,464.45","26,235.00","26,299.90","26,251.30",48.6,0.19
Larsen,"1,908.00","1,875.15","1,884.00","1,880.80",3.2,0.17
TCS,"3,608.45","3,570.00","3,575.35","3,570.35",5,0.14
HDFC,"2,755.25","2,716.60","2,724.95","2,721.80",3.15,0.12
Dr Reddys Labs,"4,638.95","4,596.30","4,603.95","4,600.30",3.65,0.08
IndusInd Bank,949.35,938.00,939.20,938.55,0.65,0.07
SBI,490.55,484.10,485.00,484.80,0.2,0.04
Divis Labs,"4,637.40","4,572.00","4,589.35","4,588.70",0.65,0.01
Adani Ports,756.45,744.30,745.55,745.50,0.05,0.01
